Straßenname,Hsnr,HsnrZus,Adresse_query,lat,lon,display_name,type,category,distance_m,duration_s,shop_min_distance,shops_500m_count,shops_800m_count
Schienenweg,46,,"Schienenweg, 46, brandenburg an der havel",52.4251629,12.563672561098134,"46, Schienenweg, Massowburg, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",yes,building,2251.5,1621.1,1899.7,0,0
Schienenweg,45,,"Schienenweg, 45, brandenburg an der havel",52.42655725,12.56335735,"45, Schienenweg, Massowburg, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",yes,building,2300.7,1656.5,3431.6,0,0
Schienenweg,44,,"Schienenweg, 44, brandenburg an der havel",52.4249873,12.563894596673332,"44, Schienenweg, Massowburg, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",yes,building,2238.0,1611.3,1886.1,0,0
Schienenweg,44,A,"Schienenweg, 44A, brandenburg an der havel",52.4249657,12.563656750078865,"44A, Schienenweg, Massowburg, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",yes,building,2141.6,1541.9,1789.7,0,0
Schienenweg,43,A,"Schienenweg, 43A, brandenburg an der havel",52.42643865,12.563053632034464,"43A, Schienenweg, Massowburg, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",yes,building,2298.2,1654.7,1946.3,0,0
Schienenweg,43,,"Schienenweg, 43, brandenburg an der havel",52.42676715,12.562495124369896,"43, Schienenweg, Massowburg, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",yes,building,2266.0,1631.5,1914.1,0,0
Schienenweg,41,,"Schienenweg, 41, brandenburg an der havel",52.42694945,12.561971403906156,"41, Schienenweg, Massowburg, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",yes,building,2249.8,1619.8,1631.7,0,0
Schienenweg,41,A,"Schienenweg, 41A, brandenburg an der havel",52.42686505,12.56227869225746,"41A, Schienenweg, Massowburg, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",yes,building,2232.1,1607.1,1880.3,0,0
Schienenweg,39,,"Schienenweg, 39, brandenburg an der havel",52.42715425,12.56180497507657,"39, Schienenweg, Massowburg, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",yes,building,2273.6,1637.0,1655.5,0,0
Schienenweg,39,A,"Schienenweg, 39A, brandenburg an der havel",52.42704105,12.561766536711712,"39A, Schienenweg, Massowburg, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",yes,building,2266.8,1632.1,1648.7,0,0
Schienenweg,37,,"Schienenweg, 37, brandenburg an der havel",52.42726735,12.56152945,"37, Schienenweg, Massowburg, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",yes,building,2292.6,1650.6,1674.5,0,0
Schienenweg,35,,"Schienenweg, 35, brandenburg an der havel",52.427414600000006,12.561509706151853,"35, Schienenweg, Massowburg, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",yes,building,2280.4,1641.8,1215.5,0,0
Schienenweg,33,,"Schienenweg, 33, brandenburg an der havel",52.42749325,12.561283198530996,"33, Schienenweg, Massowburg, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",yes,building,2263.2,1629.5,1198.3,0,0
Schienenweg,33,A,"Schienenweg, 33A, brandenburg an der havel",52.42754815,12.56174482558508,"33A, Schienenweg, Massowburg, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",yes,building,2354.9,1695.5,1228.7,0,0
Schienenweg,31,,"Schienenweg, 31, brandenburg an der havel",52.427662350000006,12.56175569282545,"31, Schienenweg, Massowburg, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",yes,building,2357.3,1697.3,1231.1,0,0
Schienenweg,29,,"Schienenweg, 29, brandenburg an der havel",52.42758975,12.560956599303124,"29, Schienenweg, Massowburg, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",yes,building,2302.6,1657.8,1176.4,0,0
Schienenweg,27,M,"Schienenweg, 27M, brandenburg an der havel",52.42785985,12.56262647768525,"27M, Am Schienenweg, Massowburg, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",fast_food,amenity,2406.5,1732.7,1280.3,0,0
Schienenweg,25,,"Schienenweg, 25, brandenburg an der havel",52.4310145,12.5549399,"25, Schienenweg, Massowburg, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",yes,building,2570.0,1850.4,624.0,0,1
Schienenweg,23,,"Schienenweg, 23, brandenburg an der havel",52.4305626,12.555723850269636,"23, Schienenweg, Massowburg, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",yes,building,2514.3,1810.3,689.8,0,1
Schienenweg,22,,"Schienenweg, 22, brandenburg an der havel",52.4309175,12.554144341415398,"22, Schienenweg, Massowburg, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",yes,building,2525.6,1818.4,579.6,0,1
Schienenweg,21,,"Schienenweg, 21, brandenburg an der havel",52.4304852,12.55608825,"21, Schienenweg, Massowburg, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",yes,building,2490.5,1793.2,713.6,0,1
Schienenweg,19,,"Schienenweg, 19, brandenburg an der havel",52.4302805,12.5562984,"19, Schienenweg, Massowburg, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",house,place,2464.5,1774.4,739.7,0,1
Schienenweg,18,B,"Schienenweg, 18B, brandenburg an der havel",52.4307799,12.5547653,"18B, Schienenweg, Massowburg, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",house,place,2580.5,1858.0,623.6,0,1
Schienenweg,18,A,"Schienenweg, 18A, brandenburg an der havel",52.4307368,12.5548036,"18A, Schienenweg, Massowburg, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",house,place,2575.9,1854.6,628.3,0,1
Schienenweg,18,,"Schienenweg, 18, brandenburg an der havel",52.4306736,12.5549593,"18, Schienenweg, Massowburg, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",house,place,2561.2,1844.0,643.0,0,1
Schienenweg,17,,"Schienenweg, 17, brandenburg an der havel",52.4302129,12.5564147,"17, Schienenweg, Massowburg, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",house,place,2453.6,1766.6,750.6,0,1
Schienenweg,16,,"Schienenweg, 16, brandenburg an der havel",52.4304318,12.555211960692215,"16, Schienenweg, Massowburg, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",yes,building,2530.8,1822.1,673.4,0,1
Schienenweg,16,B,"Schienenweg, 16B, brandenburg an der havel",52.4306247,12.5550027,"16B, Schienenweg, Massowburg, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",house,place,2555.4,1839.9,648.7,0,1
Schienenweg,15,,"Schienenweg, 15, brandenburg an der havel",52.4300366,12.556681299569822,"15, Schienenweg, Massowburg, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",yes,building,2427.0,1747.4,777.2,0,1
Schienenweg,14,,"Schienenweg, 14, brandenburg an der havel",52.43020065,12.555647784321064,"14, Schienenweg, Massowburg, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",yes,building,2490.2,1793.0,713.9,0,1
Schienenweg,12,,"Schienenweg, 12, brandenburg an der havel",52.42986115,12.555481182989258,"12, Schienenweg, Massowburg, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",yes,building,2472.3,1780.1,731.8,0,1
Schienenweg,11,,"Schienenweg, 11, brandenburg an der havel",52.43019505,12.55722035,"11, Schienenweg, Massowburg, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",yes,building,2538.6,1827.8,844.7,0,0
Schienenweg,10,,"Schienenweg, 10, brandenburg an der havel",52.43004175,12.555918343584324,"10, Schienenweg, Massowburg, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",yes,building,2464.8,1774.6,739.4,0,1
Schienenweg,8,,"Schienenweg, 8, brandenburg an der havel",52.4299044,12.556006760700631,"8, Schienenweg, Massowburg, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",yes,building,2449.9,1763.9,754.3,0,1
Schienenweg,7,,"Schienenweg, 7, brandenburg an der havel",52.4296905,12.5572425,"7, Schienenweg, Massowburg, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",yes,building,2372.9,1708.5,831.3,0,0
Schienenweg,6,,"Schienenweg, 6, brandenburg an der havel",52.42958335,12.556708159281383,"6, Schienenweg, Massowburg, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",yes,building,2390.8,1721.4,813.3,0,0
Schienenweg,6,A,"Schienenweg, 6A, brandenburg an der havel",52.42974185,12.556168170440085,"6A, Schienenweg, Massowburg, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",yes,building,2429.5,1749.2,774.7,0,1
Schienenweg,5,,"Schienenweg, 5, brandenburg an der havel",52.42955305,12.557851810927332,"5, Schienenweg, Massowburg, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",yes,building,2332.5,1679.4,871.7,0,0
Schienenweg,4,,"Schienenweg, 4, brandenburg an der havel",52.4293873,12.557006312155451,"4, Schienenweg, Massowburg, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",yes,building,2361.2,1700.0,843.0,0,0
Schienenweg,2,,"Schienenweg, 2, brandenburg an der havel",52.429228300000005,12.557229737284064,"2, Schienenweg, Massowburg, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",yes,building,2338.0,1683.3,866.1,0,0
Schienenweg,1,A,"Schienenweg, 1A, brandenburg an der havel",52.42909405,12.55857980944764,"1A, Schienenweg, Massowburg, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",yes,building,2261.5,1628.3,942.6,0,0
Schienenweg,1,B,"Schienenweg, 1B, brandenburg an der havel",52.4292492,12.5580764,"1B, Schienenweg, Massowburg, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",yes,building,2298.1,1654.6,906.0,0,0
Schienenweg,1,,"Schienenweg, 1, brandenburg an der havel",52.428938,12.55853815,"1, Schienenweg, Massowburg, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",yes,building,2251.6,1621.1,952.6,0,0
Schifferring,67,,"Schifferring, 67, brandenburg an der havel",52.4227315,12.559473,"67, Schifferring, Massowburg, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",house,place,1584.0,1140.5,1275.0,0,0
Schifferring,65,,"Schifferring, 65, brandenburg an der havel",52.422556,12.5594546,"65, Schifferring, Massowburg, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",house,place,1603.6,1154.6,1294.6,0,0
Schifferring,63,,"Schifferring, 63, brandenburg an der havel",52.4224112,12.5594111,"63, Schifferring, Massowburg, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",house,place,1614.5,1162.4,1305.5,0,0
Schifferring,61,,"Schifferring, 61, brandenburg an der havel",52.42236565,12.559672225864084,"61, Schifferring, Massowburg, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",yes,building,1614.5,1162.4,1305.5,0,0
Schifferring,59,,"Schifferring, 59, brandenburg an der havel",52.42252175,12.559710353462386,"59, Schifferring, Massowburg, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",yes,building,1605.6,1156.0,1296.6,0,0
Schifferring,57,,"Schifferring, 57, brandenburg an der havel",52.42272485,12.559773596644042,"57, Schifferring, Massowburg, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",yes,building,1582.7,1139.5,1273.7,0,0
Schifferring,55,,"Schifferring, 55, brandenburg an der havel",52.423916358563694,12.558356080366003,"Schifferring, Massowburg, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",residential,highway,1686.5,1214.2,1377.5,0,0
Schifferring,51,,"Schifferring, 51, brandenburg an der havel",52.423117950000005,12.55931309007842,"51, Schifferring, Massowburg, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",yes,building,1578.6,1136.6,1269.6,0,0
Schifferring,49,,"Schifferring, 49, brandenburg an der havel",52.423117000000005,12.559606966420665,"49, Schifferring, Massowburg, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",yes,building,1598.5,1150.9,1289.5,0,0
Schifferring,47,,"Schifferring, 47, brandenburg an der havel",52.42307005,12.55986959187192,"47, Schifferring, Massowburg, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",yes,building,1611.0,1159.9,1302.0,0,0
Schifferring,45,,"Schifferring, 45, brandenburg an der havel",52.4231907,12.560099170177056,"45, Schifferring, Massowburg, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",yes,building,1618.6,1165.3,1309.5,0,0
Schifferring,43,,"Schifferring, 43, brandenburg an der havel",52.4233674,12.560141743456594,"43, Schifferring, Massowburg, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",yes,building,1634.3,1176.7,1325.3,0,0
Schifferring,41,,"Schifferring, 41, brandenburg an der havel",52.42354265,12.56021365,"41, Schifferring, Massowburg, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",yes,building,1654.3,1191.1,1345.3,0,0
Schifferring,39,,"Schifferring, 39, brandenburg an der havel",52.42370415,12.56025745,"39, Schifferring, Massowburg, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",yes,building,1672.5,1204.2,1363.5,0,0
Schifferring,37,,"Schifferring, 37, brandenburg an der havel",52.4238731,12.560319726711503,"37, Schifferring, Massowburg, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",yes,building,1723.3,1240.7,1414.2,0,0
Schifferring,35,,"Schifferring, 35, brandenburg an der havel",52.4240746,12.5604644,"35, Schifferring, Massowburg, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",yes,building,1725.6,1242.4,1416.6,0,0
Schifferring,34,,"Schifferring, 34, brandenburg an der havel",52.42336335,12.559414058762886,"34, Schifferring, Massowburg, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",yes,building,1583.2,1139.9,1274.2,0,0
Schifferring,33,,"Schifferring, 33, brandenburg an der havel",52.4241591,12.560164595876287,"33, Schifferring, Massowburg, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",yes,building,1813.7,1305.8,1504.7,0,0
Schifferring,32,,"Schifferring, 32, brandenburg an der havel",52.4233941,12.559708405654364,"32, Schifferring, Massowburg, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",yes,building,1632.2,1175.2,1323.2,0,0
Schifferring,31,,"Schifferring, 31, brandenburg an der havel",52.4242117,12.559829845331754,"31, Schifferring, Massowburg, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",yes,building,1754.7,1263.4,1445.7,0,0
Schifferring,30,,"Schifferring, 30, brandenburg an der havel",52.42356655,12.559814101342203,"30, Schifferring, Massowburg, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",yes,building,1652.3,1189.6,1343.3,0,0
Schifferring,29,,"Schifferring, 29, brandenburg an der havel",52.42427635,12.559387745978189,"29, Schifferring, Massowburg, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",yes,building,1761.1,1268.0,1452.1,0,0
Schifferring,28,,"Schifferring, 28, brandenburg an der havel",52.4237491,12.559853606586536,"28, Schifferring, Massowburg, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",yes,building,1672.8,1204.4,1363.7,0,0
Schifferring,27,,"Schifferring, 27, brandenburg an der havel",52.42433285,12.5590739,"27, Schifferring, Massowburg, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",yes,building,1760.2,1267.4,1451.2,0,0
Schifferring,26,,"Schifferring, 26, brandenburg an der havel",52.4239339,12.559855645342097,"26, Schifferring, Massowburg, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",yes,building,1720.2,1238.5,1411.1,0,0
Schifferring,25,,"Schifferring, 25, brandenburg an der havel",52.42437475,12.558773099999998,"25, Schifferring, Massowburg, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",yes,building,1739.4,1252.3,1430.4,0,0
Schifferring,24,,"Schifferring, 24, brandenburg an der havel",52.42401185,12.559536436139457,"24, Schifferring, Massowburg, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",yes,building,1743.8,1255.5,1434.8,0,0
Schifferring,23,,"Schifferring, 23, brandenburg an der havel",52.42441745,12.558431258577404,"23, Schifferring, Massowburg, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",yes,building,1728.1,1244.2,1419.1,0,0
Schifferring,22,,"Schifferring, 22, brandenburg an der havel",52.42402815,12.55929880894598,"22, Schifferring, Massowburg, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",yes,building,1759.5,1266.8,1450.5,0,0
Schifferring,21,,"Schifferring, 21, brandenburg an der havel",52.4242245,12.558329774999995,"21, Schifferring, Massowburg, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",yes,building,1718.2,1237.1,1409.2,0,0
Schifferring,20,,"Schifferring, 20, brandenburg an der havel",52.42409355,12.558996810376955,"20, Schifferring, Massowburg, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",yes,building,1762.4,1268.9,1453.3,0,0
Schifferring,19,,"Schifferring, 19, brandenburg an der havel",52.42406795,12.558230449077277,"19, Schifferring, Massowburg, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",yes,building,1699.5,1223.6,1390.5,0,0
Schifferring,18,,"Schifferring, 18, brandenburg an der havel",52.4241291,12.55869383489761,"18, Schifferring, Massowburg, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",yes,building,1716.4,1235.8,1407.4,0,0
Schifferring,17,,"Schifferring, 17, brandenburg an der havel",52.42383225,12.558094157009348,"17, Schifferring, Massowburg, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",yes,building,1671.7,1203.6,1362.7,0,0
Schifferring,16,,"Schifferring, 16, brandenburg an der havel",52.423944500000005,12.55857411893435,"16, Schifferring, Massowburg, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",yes,building,1694.4,1219.9,1385.3,0,0
Schifferring,15,,"Schifferring, 15, brandenburg an der havel",52.42368345,12.558036978035142,"15, Schifferring, Massowburg, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",yes,building,1658.7,1194.2,1349.7,0,0
Schifferring,14,,"Schifferring, 14, brandenburg an der havel",52.4236577,12.558506282600504,"14, Schifferring, Massowburg, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",yes,building,1632.7,1175.5,1323.7,0,0
Schifferring,13,,"Schifferring, 13, brandenburg an der havel",52.423515550000005,12.558137699999996,"13, Schifferring, Massowburg, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",yes,building,1649.2,1187.4,1340.2,0,0
Schifferring,12,,"Schifferring, 12, brandenburg an der havel",52.42364895,12.558767009887449,"12, Schifferring, Massowburg, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",yes,building,1615.3,1163.0,1306.2,0,0
Schifferring,11,,"Schifferring, 11, brandenburg an der havel",52.42344335,12.55841935,"11, Schifferring, Massowburg, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",yes,building,1633.1,1175.8,1324.0,0,0
Schifferring,10,,"Schifferring, 10, brandenburg an der havel",52.4235853,12.558993342040322,"10, Schifferring, Massowburg, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",yes,building,1598.8,1151.1,1289.7,0,0
Schifferring,9,,"Schifferring, 9, brandenburg an der havel",52.42340535,12.558642940833332,"9, Schifferring, Massowburg, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",yes,building,1617.3,1164.5,1308.3,0,0
Schifferring,8,,"Schifferring, 8, brandenburg an der havel",52.4236423,12.559412653017697,"8, Schifferring, Massowburg, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",yes,building,1586.5,1142.2,1277.5,0,0
Schifferring,7,,"Schifferring, 7, brandenburg an der havel",52.4233537,12.558893907397332,"7, Schifferring, Massowburg, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",yes,building,1599.5,1151.6,1290.5,0,0
Schifferring,5,,"Schifferring, 5, brandenburg an der havel",52.4230801,12.558861511924054,"5, Schifferring, Massowburg, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",yes,building,1523.1,1096.6,1192.0,0,0
Schifferring,3,,"Schifferring, 3, brandenburg an der havel",52.4230816,12.55860765,"3, Schifferring, Massowburg, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",yes,building,1540.3,1109.0,1174.8,0,0
Schifferring,1,,"Schifferring, 1, brandenburg an der havel",52.423103,12.558226376955476,"1, Schifferring, Massowburg, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",yes,building,1484.4,1068.8,1148.9,0,0
Schillerstraße,5,,"Schillerstraße, 5, brandenburg an der havel",52.40846775,12.553066058140972,"5, Schillerstraße, Altstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,481.2,346.5,644.1,0,2
Schillerstraße,4,,"Schillerstraße, 4, brandenburg an der havel",52.4082896,12.552979,"4, Schillerstraße, Altstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,500.8,360.6,663.7,0,2
Schillerstraße,3,,"Schillerstraße, 3, brandenburg an der havel",52.4082157,12.5529841,"3, Schillerstraße, Altstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,509.0,366.5,655.8,0,2
Schillerstraße,2,,"Schillerstraße, 2, brandenburg an der havel",52.40802615,12.553178131648869,"2, Schillerstraße, Altstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,530.5,382.0,634.3,0,2
Schlangenpfad,21,,"Schlangenpfad, 21, brandenburg an der havel",52.45185591081409,12.515773392108349,"Schlangenpfad, Butterlake, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",residential,highway,6107.7,4397.5,,0,0
Schlangenpfad,17,,"Schlangenpfad, 17, brandenburg an der havel",52.4523278,12.517504187184471,"17, Schlangenpfad, Butterlake, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",yes,building,6235.5,4489.5,,0,0
Schlangenpfad,15,,"Schlangenpfad, 15, brandenburg an der havel",52.452443200000005,12.518111201082467,"15, Schlangenpfad, Butterlake, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",yes,building,6278.6,4520.5,,0,0
Schlangenpfad,14,,"Schlangenpfad, 14, brandenburg an der havel",52.45259545,12.518424371096902,"14, Schlangenpfad, Butterlake, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",yes,building,6296.6,4533.5,,0,0
Schlangenpfad,13,,"Schlangenpfad, 13, brandenburg an der havel",52.45220515,12.51833655,"13, Schlangenpfad, Butterlake, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",yes,building,6284.9,4525.1,,0,0
Schlangenpfad,12,,"Schlangenpfad, 12, brandenburg an der havel",52.45216315,12.518013282421876,"12, Schlangenpfad, Butterlake, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",yes,building,6262.6,4509.1,,0,0
Schlangenpfad,11,,"Schlangenpfad, 11, brandenburg an der havel",52.4520684,12.517649699999998,"11, Schlangenpfad, Butterlake, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",yes,building,6236.0,4489.8,,0,0
Schlangenpfad,10,,"Schlangenpfad, 10, brandenburg an der havel",52.4519815,12.51723025160462,"10, Schlangenpfad, Butterlake, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",yes,building,6205.9,4468.2,,0,0
Schlangenpfad,9,,"Schlangenpfad, 9, brandenburg an der havel",52.45191535,12.516959859695646,"9, Schlangenpfad, Butterlake, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",yes,building,6186.9,4454.5,,0,0
Schlangenpfad,8,,"Schlangenpfad, 8, brandenburg an der havel",52.4518028,12.51660915,"8, Schlangenpfad, Butterlake, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",yes,building,6190.8,4457.3,,0,0
Schlangenpfad,8,A,"Schlangenpfad, 8A, brandenburg an der havel",52.45143175,12.516840553941616,"8a, Schlangenpfad, Butterlake, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",yes,building,6220.8,4479.0,2746.3,0,0
Schleusenerstraße,17,,"Schleusenerstraße, 17, brandenburg an der havel",52.43387455,12.527989958046517,"Kindergarten Mittendrin, 17, Schleusenerstraße, Hohenstücken, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",kindergarten,amenity,3910.2,2815.3,466.4,2,2
Schleusenerstraße,15,,"Schleusenerstraße, 15, brandenburg an der havel",52.43434729066541,12.526985703506378,"Schleusenerstraße, Hohenstücken, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",residential,highway,4044.4,2911.9,411.0,2,2
Schleusenerstraße,13,,"Schleusenerstraße, 13, brandenburg an der havel",52.43434729066541,12.526985703506378,"Schleusenerstraße, Hohenstücken, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",residential,highway,4044.4,2911.9,411.0,2,2
Schleusenerstraße,11,,"Schleusenerstraße, 11, brandenburg an der havel",52.43434729066541,12.526985703506378,"Schleusenerstraße, Hohenstücken, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",residential,highway,4044.4,2911.9,411.0,2,2
Schleusenerstraße,9,,"Schleusenerstraße, 9, brandenburg an der havel",52.43434729066541,12.526985703506378,"Schleusenerstraße, Hohenstücken, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",residential,highway,4044.4,2911.9,411.0,2,2
Schleusenweg,10,,"Schleusenweg, 10, brandenburg an der havel",52.403417000000005,12.393040623963728,"10, Schleusenweg, Plauer Schleuse, Plaue, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",yes,building,12618.9,9085.5,1907.6,0,0
Schleusenweg,6,,"Schleusenweg, 6, brandenburg an der havel",52.40396405,12.394682827636435,"6, Schleusenweg, Plauer Schleuse, Plaue, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",yes,building,12500.1,9000.0,1788.8,0,0
Schleusenweg,3,,"Schleusenweg, 3, brandenburg an der havel",52.40251855,12.393560322815071,"3, Schleusenweg, Plauer Schleuse, Plaue, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",yes,building,12743.0,9174.9,2031.7,0,0
Schleusenweg,3,A,"Schleusenweg, 3A, brandenburg an der havel",52.402789850000005,12.393815649999995,"3A, Schleusenweg, Plauer Schleuse, Plaue, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",yes,building,12758.7,9186.2,2047.4,0,0
Schleusenweg,2,,"Schleusenweg, 2, brandenburg an der havel",52.40414505,12.394986402093732,"2, Schleusenweg, Plauer Schleuse, Plaue, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",yes,building,12444.0,8959.6,1732.7,0,0
Schleusenweg,1,,"Schleusenweg, 1, brandenburg an der havel",52.40429485,12.39567505,"1, Schleusenweg, Plauer Schleuse, Plaue, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",yes,building,12391.5,8921.8,1680.2,0,0
Schlossallee,127,,"Schlossallee, 127, brandenburg an der havel",52.42181035,12.65191625,"127, Schlossallee, Gollwitz, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,7970.9,5739.0,,0,0
Schlossallee,125,,"Schlossallee, 125, brandenburg an der havel",52.4216454,12.65139921692662,"125, Schlossallee, Gollwitz, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,7857.3,5657.2,,0,0
Schlossallee,122,,"Schlossallee, 122, brandenburg an der havel",52.4213343,12.65209975,"122, Schlossallee, Gollwitz, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,7912.7,5697.1,,0,0
Schlossallee,120,,"Schlossallee, 120, brandenburg an der havel",52.42126105,12.651837752265852,"120, Schlossallee, Gollwitz, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,7960.3,5731.3,,0,0
Schlossallee,119,,"Schlossallee, 119, brandenburg an der havel",52.42129795,12.65036174540991,"119, Schlossallee, Gollwitz, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,7773.2,5596.6,,0,0
Schlossallee,117,,"Schlossallee, 117, brandenburg an der havel",52.42131345,12.65013615,"117, Schlossallee, Gollwitz, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,7790.6,5609.2,,0,0
