Straßenname,Hsnr,HsnrZus,Adresse_query,lat,lon,display_name,type,category,distance_m,duration_s,shop_min_distance,shops_500m_count,shops_800m_count
Buchenweg,59,B,"Buchenweg, 59B, brandenburg an der havel",52.378587800000005,12.531545950000003,"59B, Buchenweg, Siedlung Eigene Scholle, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,4714.2,3394.2,1098.5,0,0
Buchenweg,59,A,"Buchenweg, 59A, brandenburg an der havel",52.3786879,12.531322297501475,"59A, Buchenweg, Siedlung Eigene Scholle, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,4695.4,3380.6,1079.7,0,0
Buchenweg,59,,"Buchenweg, 59, brandenburg an der havel",52.378778350000005,12.531130578050238,"59, Buchenweg, Siedlung Eigene Scholle, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,4680.4,3369.8,1041.3,0,0
Buchenweg,58,A,"Buchenweg, 58A, brandenburg an der havel",52.3784551,12.530301009450156,"58A, Buchenweg, Siedlung Eigene Scholle, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,4742.7,3414.7,979.0,0,0
Buchenweg,58,,"Buchenweg, 58, brandenburg an der havel",52.3783286,12.5299518,"58, Buchenweg, Siedlung Eigene Scholle, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,4766.7,3432.0,955.0,0,0
Buchenweg,58,B,"Buchenweg, 58B, brandenburg an der havel",52.3785802,12.530472189944746,"58B, Buchenweg, Siedlung Eigene Scholle, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,4724.6,3401.7,997.1,0,0
Buchenweg,58,C,"Buchenweg, 58C, brandenburg an der havel",52.37872315,12.530531157722834,"58C, Buchenweg, Siedlung Eigene Scholle, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,4709.5,3390.8,1012.2,0,0
Buchenweg,57,,"Buchenweg, 57, brandenburg an der havel",52.378525800000006,12.530916678581178,"57, Buchenweg, Siedlung Eigene Scholle, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,4711.6,3392.3,1010.1,0,0
Buchenweg,56,,"Buchenweg, 56, brandenburg an der havel",52.3780588,12.5297364,"56, Buchenweg, Siedlung Eigene Scholle, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,4827.8,3476.0,935.2,0,0
Buchenweg,56,A,"Buchenweg, 56A, brandenburg an der havel",52.37839175,12.529005938573874,"56A, Buchenweg, Siedlung Eigene Scholle, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,4889.4,3520.3,996.7,0,0
Buchenweg,54,F,"Buchenweg, 54F, brandenburg an der havel",52.3784269,12.5281287494002,"54F, Buchenweg, Siedlung Eigene Scholle, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,4942.4,3558.5,1049.8,0,0
Buchenweg,54,A,"Buchenweg, 54A, brandenburg an der havel",52.3781502,12.528649452051283,"54A, Buchenweg, Siedlung Eigene Scholle, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,4896.3,3525.3,1003.7,0,0
Buchenweg,54,D,"Buchenweg, 54D, brandenburg an der havel",52.3786472,12.527554256543546,"54D, Buchenweg, Siedlung Eigene Scholle, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,4988.5,3591.6,1095.8,0,0
Buchenweg,54,B,"Buchenweg, 54B, brandenburg an der havel",52.3783493,12.528372149999996,"54B, Buchenweg, Siedlung Eigene Scholle, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,4923.8,3545.1,1031.2,0,0
Buchenweg,54,E,"Buchenweg, 54E, brandenburg an der havel",52.3787516,12.527241640518234,"54E, Buchenweg, Siedlung Eigene Scholle, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5003.8,3602.7,1111.2,0,0
Buchenweg,54,,"Buchenweg, 54, brandenburg an der havel",52.37796675,12.529459196420738,"54, Buchenweg, Siedlung Eigene Scholle, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,4838.7,3483.8,946.0,0,0
Buchenweg,54,C,"Buchenweg, 54C, brandenburg an der havel",52.37852525,12.527892794396744,"54C, Buchenweg, Siedlung Eigene Scholle, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,4961.8,3572.4,1069.2,0,0
Buchenweg,52,,"Buchenweg, 52, brandenburg an der havel",52.3770969,12.528132214861111,"52, Buchenweg, Siedlung Eigene Scholle, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,4974.7,3581.8,944.3,0,0
Buchenweg,52,B,"Buchenweg, 52B, brandenburg an der havel",52.3774277,12.5271897,"52B, Buchenweg, Siedlung Eigene Scholle, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,5048.1,3634.6,1017.7,0,0
Buchenweg,52,A,"Buchenweg, 52A, brandenburg an der havel",52.3773642,12.5273474408606,"52A, Buchenweg, Siedlung Eigene Scholle, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5035.3,3625.3,1004.9,0,0
Buchenweg,51,,"Buchenweg, 51, brandenburg an der havel",52.3777355,12.529982600329308,"51, Buchenweg, Siedlung Eigene Scholle, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,4820.5,3470.7,901.2,0,0
Buchenweg,51,A,"Buchenweg, 51A, brandenburg an der havel",52.37788195,12.530217654133656,"51A, Buchenweg, Siedlung Eigene Scholle, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,4798.4,3454.8,923.3,0,0
Buchenweg,50,A,"Buchenweg, 50A, brandenburg an der havel",52.3772533,12.5271407,"50A, Buchenweg, Siedlung Eigene Scholle, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,5082.1,3659.1,1051.7,0,0
Buchenweg,50,,"Buchenweg, 50, brandenburg an der havel",52.376855500000005,12.528158421921177,"50, Buchenweg, Siedlung Eigene Scholle, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,4999.4,3599.5,969.0,0,0
Buchenweg,49,,"Buchenweg, 49, brandenburg an der havel",52.3775234,12.529683,"49, Buchenweg, Siedlung Eigene Scholle, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,4850.2,3492.1,871.5,0,0
Buchenweg,48,,"Buchenweg, 48, brandenburg an der havel",52.3766608,12.527943349999994,"48, Buchenweg, Siedlung Eigene Scholle, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,4999.7,3599.7,969.3,0,0
Buchenweg,46,,"Buchenweg, 46, brandenburg an der havel",52.3766188,12.527509310441598,"46, Buchenweg, Siedlung Eigene Scholle, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5023.0,3616.5,992.6,0,0
Buchenweg,45,A,"Buchenweg, 45A, brandenburg an der havel",52.376162050000005,12.528285581518476,"45A, Buchenweg, Siedlung Eigene Scholle, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5031.7,3622.8,1001.3,0,0
Buchenweg,45,,"Buchenweg, 45, brandenburg an der havel",52.37629515,12.527984250000005,"45, Buchenweg, Siedlung Eigene Scholle, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5029.3,3621.0,998.9,0,0
Buchenweg,44,,"Buchenweg, 44, brandenburg an der havel",52.37627515,12.52730032692308,"44, Buchenweg, Siedlung Eigene Scholle, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5097.5,3670.2,970.5,0,0
Buchenweg,43,,"Buchenweg, 43, brandenburg an der havel",52.37604665,12.527860897201052,"43, Buchenweg, Siedlung Eigene Scholle, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5058.2,3641.8,1009.8,0,0
Buchenweg,42,,"Buchenweg, 42, brandenburg an der havel",52.376010050000005,12.527115100000003,"42, Buchenweg, Siedlung Eigene Scholle, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5092.7,3666.7,975.3,0,0
Buchenweg,41,,"Buchenweg, 41, brandenburg an der havel",52.37588705,12.527675107914336,"41, Buchenweg, Siedlung Eigene Scholle, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5081.1,3658.3,999.8,0,0
Buchenweg,39,,"Buchenweg, 39, brandenburg an der havel",52.37568975,12.52765764253413,"39, Buchenweg, Siedlung Eigene Scholle, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5100.6,3672.3,1019.2,0,0
Buchenweg,37,,"Buchenweg, 37, brandenburg an der havel",52.3755048,12.527406178043744,"37, Buchenweg, Siedlung Eigene Scholle, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5181.1,3730.3,1099.8,0,0
Buchenweg,37,A,"Buchenweg, 37A, brandenburg an der havel",52.37577155,12.527444199999996,"37A, Buchenweg, Siedlung Eigene Scholle, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5100.2,3672.1,1018.9,0,0
Buchenweg,35,,"Buchenweg, 35, brandenburg an der havel",52.37515915,12.526852949335057,"35, Buchenweg, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5179.5,3729.1,1098.1,0,0
Buchenweg,33,,"Buchenweg, 33, brandenburg an der havel",52.3749969,12.526701566336634,"33, Buchenweg, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5200.2,3744.1,1118.9,0,0
Buchenweg,31,,"Buchenweg, 31, brandenburg an der havel",52.3747174,12.526861000642544,"31, Buchenweg, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5244.6,3776.1,1163.3,0,0
Buchenweg,29,,"Buchenweg, 29, brandenburg an der havel",52.37459675,12.526751684903171,"29, Buchenweg, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5252.4,3781.6,1171.1,0,0
Buchenweg,29,B,"Buchenweg, 29B, brandenburg an der havel",52.37429045,12.527410244819269,"29B, Buchenweg, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5252.4,3781.6,1171.1,0,0
Buchenweg,29,A,"Buchenweg, 29A, brandenburg an der havel",52.3744491,12.527046502040688,"29A, Buchenweg, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5252.4,3781.6,1171.1,0,0
Buchenweg,28,,"Buchenweg, 28, brandenburg an der havel",52.37450425,12.525617247272958,"28, Buchenweg, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5286.5,3806.2,1205.2,0,0
Buchenweg,28,B,"Buchenweg, 28B, brandenburg an der havel",52.3747509,12.525055,"28B, Buchenweg, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5308.8,3822.3,1210.7,0,0
Buchenweg,28,A,"Buchenweg, 28A, brandenburg an der havel",52.37462175,12.525374261524284,"28A, Buchenweg, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5282.8,3803.6,1201.5,0,0
Buchenweg,27,,"Buchenweg, 27, brandenburg an der havel",52.37449795,12.526395193399972,"27, Buchenweg, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5257.5,3785.3,1176.2,0,0
Buchenweg,26,,"Buchenweg, 26, brandenburg an der havel",52.37471785,12.524514019301652,"26, Buchenweg, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5441.6,3917.9,1188.7,0,0
Buchenweg,26,A,"Buchenweg, 26A, brandenburg an der havel",52.37436625,12.52545275,"26A, Buchenweg, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5305.5,3819.9,1224.2,0,0
Buchenweg,25,,"Buchenweg, 25, brandenburg an der havel",52.37427515,12.526226600411372,"25, Buchenweg, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5283.5,3804.0,1202.2,0,0
Buchenweg,24,,"Buchenweg, 24, brandenburg an der havel",52.37415665,12.525230697172608,"24, Buchenweg, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5333.9,3840.4,1252.6,0,0
Buchenweg,24,A,"Buchenweg, 24A, brandenburg an der havel",52.3744622,12.524678266115965,"24A, Buchenweg, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5329.4,3837.1,1248.1,0,0
Buchenweg,22,B,"Buchenweg, 22B, brandenburg an der havel",52.37441675,12.52417520145496,"22B, Buchenweg, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5482.2,3947.1,1229.3,0,0
Buchenweg,22,A,"Buchenweg, 22A, brandenburg an der havel",52.3741247,12.524743495803882,"22A, Buchenweg, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5356.7,3856.8,1275.4,0,0
Buchenweg,22,,"Buchenweg, 22, brandenburg an der havel",52.37401605,12.525012851893798,"22, Buchenweg, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5355.3,3855.8,1274.0,0,0
Buchenweg,21,,"Buchenweg, 21, brandenburg an der havel",52.373806650000006,12.52566096937267,"21, Buchenweg, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5353.8,3854.7,1272.5,0,0
Buchenweg,20,,"Buchenweg, 20, brandenburg an der havel",52.3739208,12.524633099323514,"20, Buchenweg, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5379.3,3873.0,1298.0,0,0
Buchenweg,19,,"Buchenweg, 19, brandenburg an der havel",52.37370275,12.52537915,"19, Buchenweg, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5368.1,3865.0,1286.8,0,0
Buchenweg,18,,"Buchenweg, 18, brandenburg an der havel",52.3736693,12.524683840127846,"18, Buchenweg, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5399.5,3887.6,1318.2,0,0
Buchenweg,17,,"Buchenweg, 17, brandenburg an der havel",52.3734464,12.525331809328,"17, Buchenweg, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5392.8,3882.7,1311.5,0,0
Buchenweg,16,,"Buchenweg, 16, brandenburg an der havel",52.373419850000005,12.524350681240463,"16, Buchenweg, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5435.4,3913.4,1354.1,0,0
Buchenweg,16,A,"Buchenweg, 16A, brandenburg an der havel",52.3735732,12.524396859403351,"16A, Buchenweg, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5419.8,3902.2,1338.5,0,0
Buchenweg,15,,"Buchenweg, 15, brandenburg an der havel",52.37332764999999,12.524936099999994,"15, Buchenweg, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5452.4,3925.7,1371.1,0,0
Buchenweg,14,A,"Buchenweg, 14A, brandenburg an der havel",52.3734173,12.523928793031374,"14a, Buchenweg, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5453.1,3926.1,1371.8,0,0
Buchenweg,14,,"Buchenweg, 14, brandenburg an der havel",52.3732369,12.5242796,"14, Buchenweg, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,5454.5,3927.2,1373.2,0,0
Buchenweg,14,B,"Buchenweg, 14B, brandenburg an der havel",52.37357495,12.52371595393982,"14B, Buchenweg, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5447.9,3922.5,1366.6,0,0
Buchenweg,14,C,"Buchenweg, 14C, brandenburg an der havel",52.37350185,12.524043594589552,"14c, Buchenweg, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5440.9,3917.4,1359.6,0,0
Buchenweg,12,A,"Buchenweg, 12A, brandenburg an der havel",52.3731191,12.52406,"12A, Buchenweg, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,5474.0,3941.2,1392.7,0,0
Buchenweg,12,,"Buchenweg, 12, brandenburg an der havel",52.37329725,12.523630060512966,"12, Buchenweg, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5476.0,3942.7,1394.7,0,0
Buchenweg,10,,"Buchenweg, 10, brandenburg an der havel",52.37290875,12.523705554171832,"10, Buchenweg, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5507.2,3965.1,1425.9,0,0
Buchenweg,10,A,"Buchenweg, 10A, brandenburg an der havel",52.37323015,12.523372513445626,"10A, Buchenweg, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5492.6,3954.6,1411.2,0,0
Buchenweg,9,,"Buchenweg, 9, brandenburg an der havel",52.3728531,12.524394053020933,"9, Buchenweg, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5483.7,3948.2,1402.4,0,0
Buchenweg,8,,"Buchenweg, 8, brandenburg an der havel",52.3729044,12.523302198277406,"8, Buchenweg, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5524.2,3977.4,1442.9,0,0
Buchenweg,7,,"Buchenweg, 7, brandenburg an der havel",52.372684500000005,12.524074402120068,"7, Buchenweg, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5511.7,3968.4,1430.4,0,0
Buchenweg,6,,"Buchenweg, 6, brandenburg an der havel",52.37257515,12.52328552013192,"6, Buchenweg, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5553.9,3998.7,1472.5,0,0
Buchenweg,6,A,"Buchenweg, 6A, brandenburg an der havel",52.3728077,12.523210487312364,"6A, Buchenweg, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5536.3,3986.1,1455.0,0,0
Buchenweg,5,,"Buchenweg, 5, brandenburg an der havel",52.3722814,12.523876247268646,"5, Buchenweg, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5566.2,4007.6,1484.9,0,0
Buchenweg,4,,"Buchenweg, 4, brandenburg an der havel",52.3724168,12.523087850000008,"4, Buchenweg, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5576.0,4014.7,1494.7,0,0
Buchenweg,4,B,"Buchenweg, 4B, brandenburg an der havel",52.3726717,12.522648249645346,"4B, Buchenweg, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5776.3,4158.9,1494.3,0,0
Buchenweg,3,,"Buchenweg, 3, brandenburg an der havel",52.3722146,12.52356716130182,"3, Buchenweg, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5574.3,4013.4,1493.0,0,0
Buchenweg,2,,"Buchenweg, 2, brandenburg an der havel",52.37225385000001,12.522754000876056,"2, Buchenweg, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5659.1,4074.5,1517.3,0,0
Buchenweg,1,A,"Buchenweg, 1A, brandenburg an der havel",52.3720875,12.52332287802584,"1A, Buchenweg, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,5595.5,4028.7,1514.2,0,0
Büdnerweg,25,,"Büdnerweg, 25, brandenburg an der havel",52.3773018,12.414041644831652,"25, Büdnerweg, Kirchmöser Dorf, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",yes,building,13435.4,9673.4,2755.6,0,0
Büdnerweg,24,,"Büdnerweg, 24, brandenburg an der havel",52.37739665,12.414370021107109,"24, Büdnerweg, Kirchmöser Dorf, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",yes,building,13420.9,9663.0,2741.1,0,0
Büdnerweg,23,,"Büdnerweg, 23, brandenburg an der havel",52.3772802,12.414574253292844,"23, Büdnerweg, Kirchmöser Dorf, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",yes,building,13402.6,9649.8,2722.8,0,0
Büdnerweg,22,,"Büdnerweg, 22, brandenburg an der havel",52.3774142,12.414967650000005,"22, Büdnerweg, Kirchmöser Dorf, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",yes,building,13386.3,9638.1,2706.5,0,0
Büdnerweg,21,,"Büdnerweg, 21, brandenburg an der havel",52.3770561,12.414942363975907,"21, Büdnerweg, Kirchmöser Dorf, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",yes,building,13368.7,9625.4,2688.9,0,0
Büdnerweg,20,A,"Büdnerweg, 20A, brandenburg an der havel",52.37698855,12.41540315642709,"20A, Büdnerweg, Kirchmöser Dorf, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",yes,building,13319.2,9589.8,2639.4,0,0
Büdnerweg,18,,"Büdnerweg, 18, brandenburg an der havel",52.3774152,12.415697431881677,"18, Büdnerweg, Kirchmöser Dorf, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",yes,building,13284.2,9564.5,2604.4,0,0
Büdnerweg,18,B,"Büdnerweg, 18B, brandenburg an der havel",52.37730755,12.415429007322242,"18B, Büdnerweg, Kirchmöser Dorf, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",yes,building,13305.4,9579.8,2625.6,0,0
Büdnerweg,18,A,"Büdnerweg, 18A, brandenburg an der havel",52.3770565,12.415656549999998,"18A, Büdnerweg, Kirchmöser Dorf, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",yes,building,13300.4,9576.3,2620.6,0,0
Büdnerweg,17,,"Büdnerweg, 17, brandenburg an der havel",52.37651915,12.414610083270958,"17, Büdnerweg, Kirchmöser Dorf, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",yes,building,13387.1,9638.6,2707.2,0,0
Büdnerweg,17,B,"Büdnerweg, 17B, brandenburg an der havel",52.3771641,12.4161026,"17B, Büdnerweg, Kirchmöser Dorf, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",yes,building,13267.9,9552.8,2588.1,0,0
Büdnerweg,17,A,"Büdnerweg, 17A, brandenburg an der havel",52.3762739057446,12.420491273343927,"Büdnerweg, Kirchmöser Dorf, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",residential,highway,12901.2,9288.8,2221.4,0,0
Büdnerweg,16,,"Büdnerweg, 16, brandenburg an der havel",52.3765749,12.41485725,"16, Büdnerweg, Kirchmöser Dorf, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",yes,building,13369.8,9626.2,2690.0,0,0
Büdnerweg,15,A,"Büdnerweg, 15A, brandenburg an der havel",52.3765966,12.416079757094412,"15A, Büdnerweg, Kirchmöser Dorf, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",yes,building,13291.0,9569.4,2611.2,0,0
Büdnerweg,15,,"Büdnerweg, 15, brandenburg an der havel",52.3767117,12.4156105,"15, Büdnerweg, Kirchmöser Dorf, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",yes,building,13316.5,9587.8,2636.7,0,0
Büdnerweg,14,,"Büdnerweg, 14, brandenburg an der havel",52.3766969,12.416535191345758,"14, Büdnerweg, Kirchmöser Dorf, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",yes,building,13258.1,9545.8,2578.3,0,0
Büdnerweg,13,,"Büdnerweg, 13, brandenburg an der havel",52.37682645,12.41691496389572,"13, Büdnerweg, Kirchmöser Dorf, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",yes,building,13229.0,9524.8,2549.2,0,0
Büdnerweg,12,,"Büdnerweg, 12, brandenburg an der havel",52.37713015,12.41719540069194,"12, Büdnerweg, Kirchmöser Dorf, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",yes,building,13201.5,9505.0,2521.7,0,0
Büdnerweg,11,,"Büdnerweg, 11, brandenburg an der havel",52.37725125,12.4176145,"11, Büdnerweg, Kirchmöser Dorf, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",yes,building,13170.1,9482.4,2490.3,0,0
Buhnenhaus,3,,"Buhnenhaus, 3, brandenburg an der havel",52.38750885,12.49810605103896,"3, Buhnenhaus, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,6138.2,4419.5,3306.5,0,0
Buhnenhaus,1,,"Buhnenhaus, 1, brandenburg an der havel",52.3874682,12.497198159735722,"Buhnenhaus, 1, Buhnenhaus, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",restaurant,amenity,6007.9,4325.7,3176.2,0,0
Burghof,11,,"Burghof, 11, brandenburg an der havel",52.41492135,12.566767728001814,"11, Burghof, Dom, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",apartments,building,1027.0,739.5,893.9,0,0
Burghof,10,,"Burghof, 10, brandenburg an der havel",52.4149676,12.56713405490636,"Domkurie I, 10, Burghof, Dom, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",apartments,building,1052.3,757.6,919.2,0,0
Burghof,9,,"Burghof, 9, brandenburg an der havel",52.4154344,12.5668403,"9, Burghof, Dom, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,1067.8,768.8,934.8,0,0
Burghof,8,,"Burghof, 8, brandenburg an der havel",52.4157536,12.5668762,"8, Burghof, Dom, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",house,place,1112.7,801.1,979.6,0,0
Burghof,7,,"Burghof, 7, brandenburg an der havel",52.4159312,12.567560534763766,"Spiegelburg, 7, Burghof, Dom, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,1166.3,839.8,1033.2,0,0
Burghof,6,,"Burghof, 6, brandenburg an der havel",52.4160082,12.567077820793552,"Kurie V, 6, Burghof, Dom, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,1151.8,829.3,1018.7,0,0
Burghof,6,A,"Burghof, 6A, brandenburg an der havel",52.415354054807736,12.566333990740567,"Burghof, Dom, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",living_street,highway,1067.5,768.6,934.4,0,0
Burghof,5,,"Burghof, 5, brandenburg an der havel",52.41567905,12.566486196004057,"Domdechanel, 5, Burghof, Dom, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",government,building,1090.4,785.0,957.3,0,0
Burghof,4,,"Burghof, 4, brandenburg an der havel",52.41543255,12.566220849479166,"Kurie IV, 4, Burghof, Dom, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",yes,building,1068.8,769.5,935.7,0,0
