Straßenname,Hsnr,HsnrZus,lat,lon,geometry
Askanierstraße,1,A,52.41502915,12.53937234256476,POINT (12.53937234256476 52.41502915)
Asternweg,34,,52.4221709,12.515808851570394,POINT (12.515808851570394 52.4221709)
Asternweg,32,,52.42221525,12.516049482687729,POINT (12.516049482687729 52.42221525)
Asternweg,30,,52.42226965,12.516317599999995,POINT (12.516317599999995 52.42226965)
Asternweg,28,,52.4224611,12.516249186318143,POINT (12.516249186318143 52.4224611)
Asternweg,26,,52.42242705,12.515959891311702,POINT (12.515959891311702 52.42242705)
Asternweg,25,,52.4219876,12.51534495,POINT (12.51534495 52.4219876)
Asternweg,24,,52.42238045,12.515702294920304,POINT (12.515702294920304 52.42238045)
Asternweg,23,,52.4221778,12.51518635,POINT (12.51518635 52.4221778)
Asternweg,22,,52.42267495,12.515645091493129,POINT (12.515645091493129 52.42267495)
Asternweg,21,,52.42233885,12.515146199999998,POINT (12.515146199999998 52.42233885)
Asternweg,20,,52.4227524,12.516014410438302,POINT (12.516014410438302 52.4227524)
Asternweg,19,,52.42252355,12.515045476001935,POINT (12.515045476001935 52.42252355)
Asternweg,18,,52.4229551,12.515969683720932,POINT (12.515969683720932 52.4229551)
Asternweg,17,,52.4226436,12.5150084,POINT (12.5150084 52.4226436)
Asternweg,16,,52.4229033,12.515722867436208,POINT (12.515722867436208 52.4229033)
Asternweg,15,,52.4227714,12.5149432,POINT (12.5149432 52.4227714)
Asternweg,14,,52.4228621,12.51545595192684,POINT (12.51545595192684 52.4228621)
Asternweg,13,,52.4228581,12.514889,POINT (12.514889 52.4228581)
Asternweg,12,,52.4233078,12.5157042,POINT (12.5157042 52.4233078)
Asternweg,11,,52.4229845,12.5148289,POINT (12.5148289 52.4229845)
Asternweg,10,,52.4232741,12.5155043,POINT (12.5155043 52.4232741)
Asternweg,9,A,52.4231453,12.514747219729207,POINT (12.514747219729207 52.4231453)
Asternweg,9,,52.423518,12.5147171,POINT (12.5147171 52.423518)
Asternweg,8,,52.4232404,12.5153041,POINT (12.5153041 52.4232404)
Asternweg,7,,52.4236848,12.5146503,POINT (12.5146503 52.4236848)
Asternweg,6,,52.4236232,12.5150758,POINT (12.5150758 52.4236232)
Asternweg,5,,52.4238313,12.5145916,POINT (12.5145916 52.4238313)
Asternweg,4,,52.4237856,12.5150458,POINT (12.5150458 52.4237856)
Asternweg,3,,52.4241421,12.5145222,POINT (12.5145222 52.4241421)
Asternweg,2,,52.4239203,12.515021,POINT (12.515021 52.4239203)
Asternweg,1,,52.4243144,12.5145334,POINT (12.5145334 52.4243144)
Auenbogen,33,,52.44867535,12.537795773607598,POINT (12.537795773607598 52.44867535)
Auenbogen,32,,52.4488336,12.53812364784952,POINT (12.53812364784952 52.4488336)
Auenbogen,31,,52.44852255,12.537797679656377,POINT (12.537797679656377 52.44852255)
Auenbogen,30,,52.4486504,12.538188594867217,POINT (12.538188594867217 52.4486504)
Auenbogen,29,,52.44837295,12.537805796072249,POINT (12.537805796072249 52.44837295)
Auenbogen,28,,52.4482832,12.53833525,POINT (12.53833525 52.4482832)
Auenbogen,27,,52.4482188,12.537879069330454,POINT (12.537879069330454 52.4482188)
Auenbogen,23,,52.4478941,12.537983369129554,POINT (12.537983369129554 52.4478941)
Auenbogen,21,,52.4480161,12.53831112142857,POINT (12.53831112142857 52.4480161)
Auenbogen,20,,52.44832715,12.53859682901322,POINT (12.53859682901322 52.44832715)
Auenbogen,19,,52.44803305,12.538582095079786,POINT (12.538582095079786 52.44803305)
Auenbogen,18,,52.4486531,12.538547956613831,POINT (12.538547956613831 52.4486531)
Auenbogen,17,,52.448058,12.53886643557784,POINT (12.53886643557784 52.448058)
Auenbogen,16,,52.44858655,12.538846565328464,POINT (12.538846565328464 52.44858655)
Auenbogen,15,,52.44809455,12.539122314767816,POINT (12.539122314767816 52.44809455)
Auenbogen,13,,52.4481076,12.539387540307429,POINT (12.539387540307429 52.4481076)
Auenbogen,11,,52.4480672,12.53969733552088,POINT (12.53969733552088 52.4480672)
Auenbogen,9,,52.4482191,12.539758145576936,POINT (12.539758145576936 52.4482191)
Auenbogen,8,,52.4483903,12.53927292841678,POINT (12.53927292841678 52.4483903)
Auenbogen,7,,52.448430900000005,12.539689241787467,POINT (12.539689241787467 52.448430900000005)
Auenbogen,6,,52.4485913,12.5392585,POINT (12.5392585 52.4485913)
Auenbogen,5,,52.4485852,12.53965745,POINT (12.53965745 52.4485852)
Auenbogen,4,,52.44874825,12.539239673080925,POINT (12.539239673080925 52.44874825)
Auenbogen,3,,52.4487433,12.539747394781475,POINT (12.539747394781475 52.4487433)
Auenbogen,2,,52.448961,12.539180176428571,POINT (12.539180176428571 52.448961)
Auf dem Zolchberg,1,,52.3640087,12.410967956350683,POINT (12.410967956350683 52.3640087)
August-Bebel-Straße,29,,52.4230399,12.530577955849669,POINT (12.530577955849669 52.4230399)
August-Bebel-Straße,27,,52.424821161443575,12.530641179783617,POINT (12.530641179783617 52.424821161443575)
August-Bebel-Straße,25,,52.42239815,12.53073905,POINT (12.53073905 52.42239815)
August-Bebel-Straße,23,,52.42071690436729,12.533045905505796,POINT (12.533045905505796 52.42071690436729)
August-Bebel-Straße,21,B,52.424821161443575,12.530641179783617,POINT (12.530641179783617 52.424821161443575)
August-Bebel-Straße,21,D,52.424821161443575,12.530641179783617,POINT (12.530641179783617 52.424821161443575)
August-Bebel-Straße,21,F,52.424821161443575,12.530641179783617,POINT (12.530641179783617 52.424821161443575)
August-Bebel-Straße,21,E,52.424821161443575,12.530641179783617,POINT (12.530641179783617 52.424821161443575)
August-Bebel-Straße,21,,52.41989575,12.531226074488176,POINT (12.531226074488176 52.41989575)
August-Bebel-Straße,19,Z,52.42071690436729,12.533045905505796,POINT (12.533045905505796 52.42071690436729)
August-Bebel-Straße,19,,52.42071690436729,12.533045905505796,POINT (12.533045905505796 52.42071690436729)
August-Bebel-Straße,17,,52.4179245,12.5350467,POINT (12.5350467 52.4179245)
August-Bebel-Straße,15,,52.4180248,12.5352248,POINT (12.5352248 52.4180248)
August-Bebel-Straße,13,,52.41798575,12.535684452423206,POINT (12.535684452423206 52.41798575)
August-Bebel-Straße,11,,52.41784855,12.535785815468362,POINT (12.535785815468362 52.41784855)
August-Bebel-Straße,9,,52.41770995,12.535886052415137,POINT (12.535886052415137 52.41770995)
August-Bebel-Straße,7,,52.41713135,12.536202008874888,POINT (12.536202008874888 52.41713135)
August-Sonntag-Straße,10,,52.415206350000005,12.501972762482588,POINT (12.501972762482588 52.415206350000005)
August-Sonntag-Straße,6,,52.41843175,12.514517636641417,POINT (12.514517636641417 52.41843175)
August-Sonntag-Straße,5,,52.4165321,12.5056985,POINT (12.5056985 52.4165321)
August-Sonntag-Straße,3,,52.4183933,12.5118376,POINT (12.5118376 52.4183933)
August-Sonntag-Straße,2,,52.41822005,12.515234134803258,POINT (12.515234134803258 52.41822005)
Ausbau,23,,52.4219988,12.404109561983969,POINT (12.404109561983969 52.4219988)
Ausbau,21,,52.42198025,12.4047996,POINT (12.4047996 52.42198025)
Ausbau,20,,52.42188395,12.405825159336484,POINT (12.405825159336484 52.42188395)
Ausbau,19,,52.42220795,12.405510789154414,POINT (12.405510789154414 52.42220795)
Ausbau,18,E,52.4226357,12.404664368828715,POINT (12.404664368828715 52.4226357)
Ausbau,18,,52.4223705,12.405983436038394,POINT (12.405983436038394 52.4223705)
Ausbau,18,A,52.42243485,12.40573421022057,POINT (12.40573421022057 52.42243485)
Ausbau,13,,52.419940800000006,12.41226025,POINT (12.41226025 52.419940800000006)
Ausbau,13,E,52.4210425,12.412488352937643,POINT (12.412488352937643 52.4210425)
Ausbau,13,D,52.42087725,12.412442116679088,POINT (12.412442116679088 52.42087725)
Ausbau,13,C,52.4206602,12.412424114444033,POINT (12.412424114444033 52.4206602)
Ausbau,13,B,52.42042745,12.412360566456936,POINT (12.412360566456936 52.42042745)
Ausbau,12,D,52.42028175,12.412655958615176,POINT (12.412655958615176 52.42028175)
Ausbau,12,H,52.4208511,12.4128436,POINT (12.4128436 52.4208511)
Ausbau,12,B,52.4199147,12.412560226670276,POINT (12.412560226670276 52.4199147)
Ausbau,12,K,52.42104645,12.41284157574346,POINT (12.41284157574346 52.42104645)
Ausbau,12,C,52.4201479,12.41265455594894,POINT (12.41265455594894 52.4201479)
Ausbau,12,A,52.4197375,12.412645757502329,POINT (12.412645757502329 52.4197375)
Ausbau,11,B,52.4197204,12.413071378145696,POINT (12.413071378145696 52.4197204)
Ausbau,11,L,52.4209274,12.4132256,POINT (12.4132256 52.4209274)
Ausbau,11,A,52.41959395,12.41296315,POINT (12.41296315 52.41959395)
Ausbau,11,C,52.41982725,12.41303361458553,POINT (12.41303361458553 52.41982725)
Ausbau,11,D,52.419988450000005,12.41308225,POINT (12.41308225 52.419988450000005)
Ausbau,11,M,52.42107295,12.413219669119622,POINT (12.413219669119622 52.42107295)
Ausbau,11,E,52.4201178,12.413110322748814,POINT (12.413110322748814 52.4201178)
Ausbau,11,F,52.4202485,12.413114814124988,POINT (12.413114814124988 52.4202485)
Ausbau,11,H,52.420641,12.413150000000002,POINT (12.413150000000002 52.420641)
Ausbau,11,K,52.4207838,12.413176504223474,POINT (12.413176504223474 52.4207838)
Ausbau,7,E,52.4206841,12.414729595219455,POINT (12.414729595219455 52.4206841)
Ausbau,7,D,52.42033335,12.414648154665471,POINT (12.414648154665471 52.42033335)
Ausbau,7,C,52.4200071,12.414643228541038,POINT (12.414643228541038 52.4200071)
Ausbau,7,B,52.4196448,12.414555059794646,POINT (12.414555059794646 52.4196448)
Ausbau,7,A,52.4193319,12.41448815,POINT (12.41448815 52.4193319)
Ausbau,5,,52.41920635,12.415018421096924,POINT (12.415018421096924 52.41920635)
Ausbau,4,,52.4190959,12.415213177199414,POINT (12.415213177199414 52.4190959)
Ausbau,3,B,52.4201901,12.4125,POINT (12.4125 52.4201901)
Ausbau,3,A,52.41899045,12.41559735,POINT (12.41559735 52.41899045)
Ausbau,3,C,52.4196247,12.415490303741112,POINT (12.415490303741112 52.4196247)
Ausbau,3,,52.41893445,12.41537785605922,POINT (12.41537785605922 52.41893445)
Ausbau,3,D,52.419868,12.415555279260449,POINT (12.415555279260449 52.419868)
Ausbau,1,,52.41775545,12.415666912086516,POINT (12.415666912086516 52.41775545)
Azaleenweg,22,,52.42523225,12.504169303941492,POINT (12.504169303941492 52.42523225)
Azaleenweg,20,,52.4252668,12.50448555,POINT (12.50448555 52.4252668)
Azaleenweg,18,,52.42508385,12.504601529973854,POINT (12.504601529973854 52.42508385)
Azaleenweg,16,,52.4250608,12.504316524317012,POINT (12.504316524317012 52.4250608)
Azaleenweg,15,,52.42515055,12.503495755978232,POINT (12.503495755978232 52.42515055)
Azaleenweg,14,,52.42486585,12.504375359601248,POINT (12.504375359601248 52.42486585)
Azaleenweg,13,,52.42509375,12.503798649999997,POINT (12.503798649999997 52.42509375)
Azaleenweg,12,,52.4246888,12.5045742,POINT (12.5045742 52.4246888)
Azaleenweg,11,,52.4249056,12.50393445,POINT (12.50393445 52.4249056)
Azaleenweg,9,,52.4247443,12.50399,POINT (12.50399 52.4247443)
Azaleenweg,8,,52.42427125,12.5043536,POINT (12.5043536 52.42427125)
Azaleenweg,7,,52.4245261,12.503984405761106,POINT (12.503984405761106 52.4245261)
Azaleenweg,6,,52.4241377,12.5042075,POINT (12.5042075 52.4241377)
Azaleenweg,5,,52.42430205,12.50389645848821,POINT (12.50389645848821 52.42430205)
Azaleenweg,4,,52.4240501,12.5042072,POINT (12.5042072 52.4240501)
Azaleenweg,3,,52.42419025,12.50375694112168,POINT (12.50375694112168 52.42419025)
Azaleenweg,2,,52.423882250000005,12.50423745722577,POINT (12.50423745722577 52.423882250000005)
Azaleenweg,1,,52.4240211,12.5037349,POINT (12.5037349 52.4240211)
Bäckerstraße,47,,52.4148694,12.55558396044776,POINT (12.55558396044776 52.4148694)
Bäckerstraße,46,,52.4147163,12.555674652210428,POINT (12.555674652210428 52.4147163)
Bäckerstraße,45,,52.41464045,12.55566805571271,POINT (12.55566805571271 52.41464045)
Bäckerstraße,44,,52.41450375,12.555659017424244,POINT (12.555659017424244 52.41450375)
Bäckerstraße,43,,52.41433145,12.55564336052296,POINT (12.55564336052296 52.41433145)
Bäckerstraße,42,,52.41419775,12.555633778968405,POINT (12.555633778968405 52.41419775)
Bäckerstraße,41,,52.4141015,12.555608571065571,POINT (12.555608571065571 52.4141015)
Bäckerstraße,40,,52.414017900000005,12.555585637980675,POINT (12.555585637980675 52.414017900000005)
Bäckerstraße,39,,52.41394495,12.555560893362228,POINT (12.555560893362228 52.41394495)
Bäckerstraße,38,,52.4136489,12.555438736890384,POINT (12.555438736890384 52.4136489)
Bäckerstraße,37,,52.41353245,12.555362045988538,POINT (12.555362045988538 52.41353245)
Bäckerstraße,36,,52.41345015,12.555312783625002,POINT (12.555312783625002 52.41345015)
Bäckerstraße,35,,52.413295950000006,12.555245251717562,POINT (12.555245251717562 52.413295950000006)
Bäckerstraße,34,,52.41317515,12.555173593283584,POINT (12.555173593283584 52.41317515)
Bäckerstraße,33,,52.413099,12.555132072242468,POINT (12.555132072242468 52.413099)
Bäckerstraße,32,,52.41303615,12.555105039448009,POINT (12.555105039448009 52.41303615)
Bäckerstraße,31,,52.412955,12.555093259200495,POINT (12.555093259200495 52.412955)
Bäckerstraße,30,,52.41288675,12.555007189391633,POINT (12.555007189391633 52.41288675)
Bäckerstraße,29,,52.41281205,12.555011985170324,POINT (12.555011985170324 52.41281205)
Bäckerstraße,28,,52.41275965,12.554948298355953,POINT (12.554948298355953 52.41275965)
Bäckerstraße,27,,52.41269345,12.554895724003416,POINT (12.554895724003416 52.41269345)
Bäckerstraße,26,,52.412562050000005,12.554812111559738,POINT (12.554812111559738 52.412562050000005)
Bäckerstraße,25,,52.4125831,12.554440686228215,POINT (12.554440686228215 52.4125831)
Bäckerstraße,24,,52.4127006,12.554559548625427,POINT (12.554559548625427 52.4127006)
Bäckerstraße,23,,52.41276355,12.554592448305232,POINT (12.554592448305232 52.41276355)
Bäckerstraße,22,,52.41288075,12.554638621302928,POINT (12.554638621302928 52.41288075)
Bäckerstraße,21,,52.4129716,12.554698097679124,POINT (12.554698097679124 52.4129716)
Bäckerstraße,20,,52.41305905,12.554737418825097,POINT (12.554737418825097 52.41305905)
Bäckerstraße,19,,52.413183700000005,12.55480777359504,POINT (12.55480777359504 52.413183700000005)
Bäckerstraße,18,,52.41326975,12.554877635180668,POINT (12.554877635180668 52.41326975)
Bäckerstraße,17,,52.41333345,12.554916725815897,POINT (12.554916725815897 52.41333345)
Bäckerstraße,16,,52.413405350000005,12.554939992312953,POINT (12.554939992312953 52.413405350000005)
Bäckerstraße,15,,52.4134755,12.55499979619232,POINT (12.55499979619232 52.4134755)
Bäckerstraße,14,,52.41358095,12.5550477760991,POINT (12.5550477760991 52.41358095)
Bäckerstraße,13,,52.41371185,12.555099694768668,POINT (12.555099694768668 52.41371185)
Bäckerstraße,12,,52.413821850000005,12.555175458612457,POINT (12.555175458612457 52.413821850000005)
Bäckerstraße,11,,52.4139428,12.555225070412844,POINT (12.555225070412844 52.4139428)
Bäckerstraße,10,,52.4142468,12.555307334878782,POINT (12.555307334878782 52.4142468)
Bäckerstraße,9,,52.4143344,12.55523919765092,POINT (12.55523919765092 52.4143344)
Bäckerstraße,8,,52.4144223,12.555299572722223,POINT (12.555299572722223 52.4144223)
Bäckerstraße,7,,52.4145367,12.555254096731051,POINT (12.555254096731051 52.4145367)
Bäckerstraße,6,,52.4145866,12.555298792421745,POINT (12.555298792421745 52.4145866)
Bäckerstraße,4,,52.41468655,12.555325948810273,POINT (12.555325948810273 52.41468655)
Bäckerstraße,3,,52.41476695,12.555301378152656,POINT (12.555301378152656 52.41476695)
Bäckerstraße,1,,52.4148205,12.5553708,POINT (12.5553708 52.4148205)
Badener Straße,19,,52.4104993,12.5137402,POINT (12.5137402 52.4104993)
Badener Straße,17,,52.4104744,12.5136587,POINT (12.5136587 52.4104744)
Badener Straße,15,,52.410483,12.5129862,POINT (12.5129862 52.410483)
Badener Straße,13,,52.4104924,12.5129013,POINT (12.5129013 52.4104924)
Badener Straße,11,,52.410553,12.5123925,POINT (12.5123925 52.410553)
Badener Straße,9,,52.4105687,12.5122563,POINT (12.5122563 52.4105687)
Badener Straße,7,,52.4106219,12.5118085,POINT (12.5118085 52.4106219)
Badener Straße,5,,52.4106327,12.5117151,POINT (12.5117151 52.4106327)
Badener Straße,4,,52.4103456,12.5129045,POINT (12.5129045 52.4103456)
Badener Straße,3,,52.41069,12.5112177,POINT (12.5112177 52.41069)
Badener Straße,2,C,52.41034535,12.51258745,POINT (12.51258745 52.41034535)
Badener Straße,2,,52.410451550000005,12.511213048019696,POINT (12.511213048019696 52.410451550000005)
Badener Straße,2,D,52.4103571,12.5128058,POINT (12.5128058 52.4103571)
Badener Straße,1,,52.4107054,12.5110842,POINT (12.5110842 52.4107054)
Baebenrothufer,7,,52.39798269529453,12.542482907131593,POINT (12.542482907131593 52.39798269529453)
Baebenrothufer,6,,52.397866,12.5419695,POINT (12.5419695 52.397866)
Baebenrothufer,5,,52.3978777,12.5422421,POINT (12.5422421 52.3978777)
Baebenrothufer,4,,52.3978883,12.5424898,POINT (12.5424898 52.3978883)
Baebenrothufer,3,,52.3978981,12.5426876,POINT (12.5426876 52.3978981)
Baebenrothufer,2,,52.3979085,12.5429296,POINT (12.5429296 52.3979085)
Baebenrothufer,1,,52.3977834,12.5432179,POINT (12.5432179 52.3977834)
Bahnhofspassage,6,,52.4018748,12.5653833,POINT (12.5653833 52.4018748)
Bahnhofspassage,4,,52.4017478,12.5658291,POINT (12.5658291 52.4017478)
Bahnhofspassage,2,,52.40184265791871,12.56527360263472,POINT (12.56527360263472 52.40184265791871)
Bahnhofstraße,52,,52.3740111,12.426503,POINT (12.426503 52.3740111)
Bahnhofstraße,51,,52.37421115,12.426328799523242,POINT (12.426328799523242 52.37421115)
Bahnhofstraße,49,,52.37425115,12.425847395991866,POINT (12.425847395991866 52.37425115)
Bahnhofstraße,48,,52.37403365,12.425826075476792,POINT (12.425826075476792 52.37403365)
Bahnhofstraße,47,,52.37432455,12.425648017101452,POINT (12.425648017101452 52.37432455)
Bahnhofstraße,45,,52.3743432,12.42537049620568,POINT (12.42537049620568 52.3743432)
Bahnhofstraße,44,,52.374530750000005,12.425096735776997,POINT (12.425096735776997 52.374530750000005)
Bahnhofstraße,43,,52.3744491,12.424299956484926,POINT (12.424299956484926 52.3744491)
Bahnhofstraße,43,A,52.37439345,12.42448935589237,POINT (12.42448935589237 52.37439345)
Bahnhofstraße,42,,52.37473745,12.424380184481222,POINT (12.424380184481222 52.37473745)
Bahnhofstraße,41,,52.3745438,12.424065949999996,POINT (12.424065949999996 52.3745438)
Bahnhofstraße,40,,52.374768450000005,12.424209300000005,POINT (12.424209300000005 52.374768450000005)
Bahnhofstraße,39,,52.37460485,12.423907799999997,POINT (12.423907799999997 52.37460485)
Bahnhofstraße,38,,52.37487925,12.423955136305327,POINT (12.423955136305327 52.37487925)
Bahnhofstraße,37,,52.3746853,12.423618599999998,POINT (12.423618599999998 52.3746853)
Bahnhofstraße,36,,52.3749454,12.42369135,POINT (12.42369135 52.3749454)
Bahnhofstraße,35,,52.3750393,12.423460106557382,POINT (12.423460106557382 52.3750393)
Bahnhofstraße,34,,52.3751786,12.423309258802814,POINT (12.423309258802814 52.3751786)
Bahnhofstraße,33,,52.3751833,12.4230926,POINT (12.4230926 52.3751833)
Bahnhofstraße,32,A,52.3752455,12.4230047,POINT (12.4230047 52.3752455)
Bahnhofstraße,31,,52.3748294,12.423286500864194,POINT (12.423286500864194 52.3748294)
Bahnhofstraße,30,A,52.3750541,12.42276590039604,POINT (12.42276590039604 52.3750541)
Bahnhofstraße,30,,52.3756179,12.422167194530475,POINT (12.422167194530475 52.3756179)
Bahnhofstraße,18,,52.37981995,12.41975009224791,POINT (12.41975009224791 52.37981995)
Bahnhofstraße,17,,52.3800793,12.419658,POINT (12.419658 52.3800793)
Bahnhofstraße,16,,52.3802068,12.4193878,POINT (12.4193878 52.3802068)
Bahnhofstraße,15,,52.3803601,12.419387,POINT (12.419387 52.3803601)
Bahnhofstraße,14,,52.3804904,12.4193542,POINT (12.4193542 52.3804904)
Bahnhofstraße,13,,52.3806599,12.4193766,POINT (12.4193766 52.3806599)
Bahnhofstraße,12,,52.3808401,12.4195064,POINT (12.4195064 52.3808401)
Bahnhofstraße,11,,52.3810171,12.4197819,POINT (12.4197819 52.3810171)
Bahnhofstraße,10,,52.381171,12.4193787,POINT (12.4193787 52.381171)
Bahnhofstraße,9,,52.3816448,12.4192166,POINT (12.4192166 52.3816448)
Bahnhofstraße,9,A,52.38141605,12.419325776457056,POINT (12.419325776457056 52.38141605)
Bahnhofstraße,8,,52.3818358,12.419224,POINT (12.419224 52.3818358)
Bahnhofstraße,7,,52.381983,12.4189391,POINT (12.4189391 52.381983)
Bahnhofstraße,5,,52.38413685,12.417201321853517,POINT (12.417201321853517 52.38413685)
Bahnhofstraße,3,,52.3692941,12.544462922691196,POINT (12.544462922691196 52.3692941)
Bahnhofstraße,1,A,52.3884399,12.4112043,POINT (12.4112043 52.3884399)
Bahnhofstraße,1,,52.38824705,12.410763256772908,POINT (12.410763256772908 52.38824705)
Bahntechnikerring,90,,52.39135584780857,12.424608732761664,POINT (12.424608732761664 52.39135584780857)
Bahntechnikerring,74,,52.3901543,12.423330424243233,POINT (12.423330424243233 52.3901543)
Bahntechnikerring,73,,52.39135584780857,12.424608732761664,POINT (12.424608732761664 52.39135584780857)
Bahntechnikerring,70,,52.3902686,12.418511652150071,POINT (12.418511652150071 52.3902686)
Bahntechnikerring,63,,52.39135584780857,12.424608732761664,POINT (12.424608732761664 52.39135584780857)
Bahntechnikerring,59,,52.39056615,12.427335956861944,POINT (12.427335956861944 52.39056615)
Bahntechnikerring,53,,52.39135584780857,12.424608732761664,POINT (12.424608732761664 52.39135584780857)
Bahntechnikerring,40,,52.3917439,12.423298826540153,POINT (12.423298826540153 52.3917439)
Bahntechnikerring,25,,52.39400255,12.42129419617156,POINT (12.42129419617156 52.39400255)
Bahntechnikerring,18,,52.39135584780857,12.424608732761664,POINT (12.424608732761664 52.39135584780857)
Bahntechnikerring,17,,52.39135584780857,12.424608732761664,POINT (12.424608732761664 52.39135584780857)
Bahntechnikerring,16,,52.39135584780857,12.424608732761664,POINT (12.424608732761664 52.39135584780857)
Bahntechnikerring,13,,52.39135584780857,12.424608732761664,POINT (12.424608732761664 52.39135584780857)
Bahntechnikerring,12,,52.3929854,12.41407415,POINT (12.41407415 52.3929854)
Bahntechnikerring,8,,52.39347625,12.413541321683674,POINT (12.413541321683674 52.39347625)
Bahntechnikerring,6,,52.3929911,12.413354900823755,POINT (12.413354900823755 52.3929911)
Bahntechnikerring,3,,52.39431135,12.41275252978418,POINT (12.41275252978418 52.39431135)
Barnimstraße,37,,52.4245743,12.5468699,POINT (12.5468699 52.4245743)
Barnimstraße,33,,52.4242109,12.5461293,POINT (12.5461293 52.4242109)
Barnimstraße,31,,52.4238433,12.5463542,POINT (12.5463542 52.4238433)
Barnimstraße,31,A,52.4241543,12.5463986,POINT (12.5463986 52.4241543)
Barnimstraße,29,,52.4238287,12.5465513,POINT (12.5465513 52.4238287)
Barnimstraße,27,,52.4238145,12.5467433,POINT (12.5467433 52.4238145)
Barnimstraße,26,,52.4247246,12.5479321,POINT (12.5479321 52.4247246)
Barnimstraße,25,,52.4238002,12.5469354,POINT (12.5469354 52.4238002)
Barnimstraße,25,A,52.4240276,12.5470227,POINT (12.5470227 52.4240276)
Barnimstraße,23,,52.4234489,12.5463235,POINT (12.5463235 52.4234489)
Barnimstraße,21,,52.4234357,12.5465016,POINT (12.5465016 52.4234357)
Barnimstraße,19,,52.4234226,12.5466798,POINT (12.5466798 52.4234226)
Barnimstraße,17,,52.4234095,12.5468578,POINT (12.5468578 52.4234095)
Barnimstraße,15,,52.4230691,12.5462,POINT (12.5462 52.4230691)
Barnimstraße,13,,52.4230524,12.5464183,POINT (12.5464183 52.4230524)
Barnimstraße,11,,52.4230365,12.5466277,POINT (12.5466277 52.4230365)
Barnimstraße,9,,52.4230226,12.5468106,POINT (12.5468106 52.4230226)
Barnimstraße,7,,52.4226839,12.5461032,POINT (12.5461032 52.4226839)
Barnimstraße,5,,52.4226662,12.5463291,POINT (12.5463291 52.4226662)
Barnimstraße,3,,52.4226491,12.5465472,POINT (12.5465472 52.4226491)
Barnimstraße,2,,52.4226715,12.5478183,POINT (12.5478183 52.4226715)
Barnimstraße,1,,52.4226359,12.5467161,POINT (12.5467161 52.4226359)
Bauhofstraße,74,,52.4020156,12.557499659510253,POINT (12.557499659510253 52.4020156)
Bauhofstraße,72,,52.401180573329455,12.55923547162115,POINT (12.55923547162115 52.401180573329455)
Bauhofstraße,56,,52.40393605,12.555780792424134,POINT (12.555780792424134 52.40393605)
Bauhofstraße,55,,52.4023922,12.558832475482497,POINT (12.558832475482497 52.4023922)
Bauhofstraße,54,,52.4041269,12.555757759545582,POINT (12.555757759545582 52.4041269)
Bauhofstraße,53,,52.40247705,12.558604247097191,POINT (12.558604247097191 52.40247705)
Bauhofstraße,52,,52.4041991,12.5556004462585,POINT (12.5556004462585 52.4041991)
Bauhofstraße,50,,52.404254550000005,12.555492830470524,POINT (12.555492830470524 52.404254550000005)
Bauhofstraße,48,A,52.40388545,12.55429431955818,POINT (12.55429431955818 52.40388545)
Bauhofstraße,48,G,52.404103250000006,12.55389709758086,POINT (12.55389709758086 52.404103250000006)
Bauhofstraße,48,H,52.40414915,12.553834748182112,POINT (12.553834748182112 52.40414915)
Bauhofstraße,48,R,52.40366885,12.55330659028121,POINT (12.55330659028121 52.40366885)
Bauhofstraße,48,S,52.4036302,12.553230081619684,POINT (12.553230081619684 52.4036302)
Bauhofstraße,48,K,52.4038412,12.553709212620378,POINT (12.553709212620378 52.4038412)
Bauhofstraße,48,L,52.403822950000006,12.553613043998938,POINT (12.553613043998938 52.403822950000006)
Bauhofstraße,48,B,52.4039311,12.554232050851578,POINT (12.554232050851578 52.4039311)
Bauhofstraße,48,C,52.4039514,12.554131295424964,POINT (12.554131295424964 52.4039514)
Bauhofstraße,48,D,52.40399035,12.554078048375384,POINT (12.554078048375384 52.40399035)
Bauhofstraße,48,E,52.40402975,12.554024828180008,POINT (12.554024828180008 52.40402975)
Bauhofstraße,48,,52.4042568,12.5548566,POINT (12.5548566 52.4042568)
Bauhofstraße,48,U,52.403573300000005,12.553056348384212,POINT (12.553056348384212 52.403573300000005)
Bauhofstraße,48,N,52.4037459,12.553459457261033,POINT (12.553459457261033 52.4037459)
Bauhofstraße,48,P,52.4037072,12.553382969871356,POINT (12.553382969871356 52.4037072)
Bauhofstraße,48,F,52.4040691,12.55397193192033,POINT (12.55397193192033 52.4040691)
Bauhofstraße,48,M,52.40378445,12.553536349999996,POINT (12.553536349999996 52.40378445)
Bauhofstraße,48,T,52.40359165,12.55315283610075,POINT (12.55315283610075 52.40359165)
Bauhofstraße,45,,52.40294525,12.557963381175504,POINT (12.557963381175504 52.40294525)
Bauhofstraße,43,,52.4037496,12.5568449,POINT (12.5568449 52.4037496)
Bauhofstraße,42,,52.40440175,12.554524712395471,POINT (12.554524712395471 52.40440175)
Bauhofstraße,41,,52.4038362,12.5567287,POINT (12.5567287 52.4038362)
Bauhofstraße,39,,52.4039289,12.5566045,POINT (12.5566045 52.4039289)
Bauhofstraße,37,,52.4044278,12.555859573489933,POINT (12.555859573489933 52.4044278)
Bauhofstraße,36,,52.401180573329455,12.55923547162115,POINT (12.55923547162115 52.401180573329455)
Bauhofstraße,35,,52.4045185,12.555749098965318,POINT (12.555749098965318 52.4045185)
