Straßenname,Hsnr,HsnrZus,lat,lon,geometry
Akazienweg,1,,52.3750661,12.52731684061153,POINT (12.52731684061153 52.3750661)
Alfred-Messel-Platz,3,,52.40818985,12.55134927938158,POINT (12.55134927938158 52.40818985)
Alfred-Messel-Platz,1,,52.40828945,12.552116387888038,POINT (12.552116387888038 52.40828945)
Alt Gollwitz,19,,52.4179134,12.644162643701954,POINT (12.644162643701954 52.4179134)
Alt Gollwitz,18,,52.41791895,12.643681577580429,POINT (12.643681577580429 52.41791895)
Alt Gollwitz,17,,52.4179683,12.644206476302251,POINT (12.644206476302251 52.4179683)
Alt Gollwitz,16,,52.4180824,12.6438455,POINT (12.6438455 52.4180824)
Alt Gollwitz,15,,52.418086,12.644386399999991,POINT (12.644386399999991 52.418086)
Alt Gollwitz,14,,52.41822155,12.643995656066176,POINT (12.643995656066176 52.41822155)
Alt Gollwitz,13,,52.4181564,12.644464248716847,POINT (12.644464248716847 52.4181564)
Alt Gollwitz,11,,52.4182793,12.644591555200735,POINT (12.644591555200735 52.4182793)
Alt Gollwitz,9,,52.418352850000005,12.64465013455586,POINT (12.64465013455586 52.418352850000005)
Alt Gollwitz,7,,52.4184687,12.644774874196884,POINT (12.644774874196884 52.4184687)
Alt Gollwitz,5,,52.418539300000006,12.644825049917252,POINT (12.644825049917252 52.418539300000006)
Alt Gollwitz,3,,52.41866565,12.644903859742788,POINT (12.644903859742788 52.41866565)
Alt Gollwitz,1,,52.41874865,12.644938934857722,POINT (12.644938934857722 52.41874865)
Altbensdorfer Straße,22,,52.4137176,12.4947571,POINT (12.4947571 52.4137176)
Altbensdorfer Straße,21,,52.4137123,12.4948957,POINT (12.4948957 52.4137123)
Altbensdorfer Straße,20,,52.413685,12.4951377,POINT (12.4951377 52.413685)
Altbensdorfer Straße,19,,52.4136782,12.4953055,POINT (12.4953055 52.4136782)
Altbensdorfer Straße,18,,52.4136842,12.4955744,POINT (12.4955744 52.4136842)
Altbensdorfer Straße,17,,52.4136776,12.495742,POINT (12.495742 52.4136776)
Altbensdorfer Straße,16,,52.4136475,12.4959656,POINT (12.4959656 52.4136475)
Altbensdorfer Straße,15,,52.4136636,12.4960801,POINT (12.4960801 52.4136636)
Altbensdorfer Straße,14,,52.4136642,12.4964146,POINT (12.4964146 52.4136642)
Altbensdorfer Straße,13,,52.4136618,12.496613,POINT (12.496613 52.4136618)
Altbensdorfer Straße,12,,52.4136744,12.4968388,POINT (12.4968388 52.4136744)
Altbensdorfer Straße,11,,52.4137038,12.4970079,POINT (12.4970079 52.4137038)
Altbensdorfer Straße,10,,52.4137145,12.4973029,POINT (12.4973029 52.4137145)
Altbensdorfer Straße,9,,52.4137164,12.4974315,POINT (12.4974315 52.4137164)
Altbensdorfer Straße,8,,52.4137076,12.4977947,POINT (12.4977947 52.4137076)
Altbensdorfer Straße,7,,52.4137181,12.4979146,POINT (12.4979146 52.4137181)
Altbensdorfer Straße,6,,52.413744,12.4981998,POINT (12.4981998 52.413744)
Altbensdorfer Straße,5,,52.4137559,12.4983408,POINT (12.4983408 52.4137559)
Altbensdorfer Straße,4,,52.4137753,12.4985484,POINT (12.4985484 52.4137753)
Altbensdorfer Straße,3,,52.413767,12.4987021,POINT (12.4987021 52.413767)
Altbensdorfer Straße,2,,52.4138105,12.4989572,POINT (12.4989572 52.4138105)
Altbensdorfer Straße,1,,52.413824,12.4991062,POINT (12.4991062 52.413824)
Alte Krakauer Straße,37,,52.420686450000005,12.57435316065082,POINT (12.57435316065082 52.420686450000005)
Alte Krakauer Straße,33,,52.4205579,12.5739715,POINT (12.5739715 52.4205579)
Alte Krakauer Straße,31,,52.4204829,12.5737338,POINT (12.5737338 52.4204829)
Alte Krakauer Straße,29,,52.4203164,12.573419700000008,POINT (12.573419700000008 52.4203164)
Alte Krakauer Straße,27,,52.420401789083655,12.574111772494629,POINT (12.574111772494629 52.420401789083655)
Alte Krakauer Straße,25,,52.4200479,12.573121011595749,POINT (12.573121011595749 52.4200479)
Alte Krakauer Straße,23,,52.4202101,12.572548,POINT (12.572548 52.4202101)
Alte Krakauer Straße,21,,52.4202791,12.5724083,POINT (12.5724083 52.4202791)
Alte Krakauer Straße,19,,52.4203556,12.5722535,POINT (12.5722535 52.4203556)
Alte Krakauer Straße,18,,52.420381,12.57508899251004,POINT (12.57508899251004 52.420381)
Alte Krakauer Straße,17,,52.4204659,12.57189145178572,POINT (12.57189145178572 52.4204659)
Alte Krakauer Straße,16,,52.42016145,12.574654159359936,POINT (12.574654159359936 52.42016145)
Alte Krakauer Straße,15,,52.4211474,12.571549211990517,POINT (12.571549211990517 52.4211474)
Alte Krakauer Straße,15,C,52.4206201,12.5720806,POINT (12.5720806 52.4206201)
Alte Krakauer Straße,15,D,52.4205812,12.5721604,POINT (12.5721604 52.4205812)
Alte Krakauer Straße,15,A,52.420979200000005,12.571810450000005,POINT (12.571810450000005 52.420979200000005)
Alte Krakauer Straße,15,B,52.4207679,12.571903439225098,POINT (12.571903439225098 52.4207679)
Alte Krakauer Straße,14,,52.4203428,12.57448694692208,POINT (12.57448694692208 52.4203428)
Alte Krakauer Straße,13,,52.42125215,12.570949957803322,POINT (12.570949957803322 52.42125215)
Alte Krakauer Straße,12,,52.4202937,12.574259610158908,POINT (12.574259610158908 52.4202937)
Alte Krakauer Straße,11,,52.42080725,12.57124661891832,POINT (12.57124661891832 52.42080725)
Alte Krakauer Straße,10,,52.4201994,12.574000234451798,POINT (12.574000234451798 52.4201994)
Alte Krakauer Straße,9,,52.4206848,12.571477347641505,POINT (12.571477347641505 52.4206848)
Alte Krakauer Straße,8,,52.41989409999999,12.57349159156487,POINT (12.57349159156487 52.41989409999999)
Alte Krakauer Straße,7,,52.4202837,12.57164449719751,POINT (12.57164449719751 52.4202837)
Alte Krakauer Straße,5,,52.420120350000005,12.571943799999993,POINT (12.571943799999993 52.420120350000005)
Alte Krakauer Straße,3,,52.4199649,12.572257999999996,POINT (12.572257999999996 52.4199649)
Alte Krakauer Straße,1,,52.4198803,12.572816488559663,POINT (12.572816488559663 52.4198803)
Alte Potsdamer Straße,42,,52.40592885,12.571986900000002,POINT (12.571986900000002 52.40592885)
Alte Potsdamer Straße,42,C,52.4063506,12.57213,POINT (12.57213 52.4063506)
Alte Potsdamer Straße,42,A,52.4060177,12.57194905,POINT (12.57194905 52.4060177)
Alte Potsdamer Straße,42,D,52.4064139,12.5720878,POINT (12.5720878 52.4064139)
Alte Potsdamer Straße,42,B,52.4060916,12.571917557233265,POINT (12.571917557233265 52.4060916)
Alte Potsdamer Straße,41,,52.40585315,12.572222300000002,POINT (12.572222300000002 52.40585315)
Alte Potsdamer Straße,40,,52.4059506,12.572499800000005,POINT (12.572499800000005 52.4059506)
Alte Potsdamer Straße,39,,52.40600915,12.572628519137895,POINT (12.572628519137895 52.40600915)
Alte Potsdamer Straße,38,,52.4060925,12.57275836857143,POINT (12.57275836857143 52.4060925)
Alte Potsdamer Straße,37,,52.4061139,12.57287552650933,POINT (12.57287552650933 52.4061139)
Alte Potsdamer Straße,36,,52.4062417,12.572988753580889,POINT (12.572988753580889 52.4062417)
Alte Potsdamer Straße,35,,52.40631485,12.573089907123151,POINT (12.573089907123151 52.40631485)
Alte Potsdamer Straße,34,,52.40643635,12.573230838153965,POINT (12.573230838153965 52.40643635)
Alte Potsdamer Straße,33,,52.4078615,12.572297666677894,POINT (12.572297666677894 52.4078615)
Alte Potsdamer Straße,32,A,52.40732135,12.574815241666672,POINT (12.574815241666672 52.40732135)
Alte Potsdamer Straße,32,,52.40746705,12.57524855,POINT (12.57524855 52.40746705)
Alte Potsdamer Straße,31,,52.40742704836361,12.576462772243993,POINT (12.576462772243993 52.40742704836361)
Alte Potsdamer Straße,31,C,52.40742704836361,12.576462772243993,POINT (12.576462772243993 52.40742704836361)
Alte Potsdamer Straße,29,C,52.40742704836361,12.576462772243993,POINT (12.576462772243993 52.40742704836361)
Alte Potsdamer Straße,29,B,52.40681225,12.5744491,POINT (12.5744491 52.40681225)
Alte Potsdamer Straße,29,A,52.4067239,12.574328399999994,POINT (12.574328399999994 52.4067239)
Alte Potsdamer Straße,29,,52.4066473,12.574223752358485,POINT (12.574223752358485 52.4066473)
Alte Potsdamer Straße,28,,52.40656355,12.57410935636105,POINT (12.57410935636105 52.40656355)
Alte Potsdamer Straße,27,,52.40647465,12.573987998391225,POINT (12.573987998391225 52.40647465)
Alte Potsdamer Straße,25,,52.406354,12.57379875,POINT (12.57379875 52.406354)
Alte Potsdamer Straße,24,,52.4062702,12.573671749999995,POINT (12.573671749999995 52.4062702)
Alte Potsdamer Straße,23,,52.40619055,12.5735609,POINT (12.5735609 52.40619055)
Alte Potsdamer Straße,21,,52.40593695,12.573155299999994,POINT (12.573155299999994 52.40593695)
Alte Weinberge,24,,52.43918625,12.63159943229698,POINT (12.63159943229698 52.43918625)
Alte Weinberge,21,,52.44217205,12.633257273815378,POINT (12.633257273815378 52.44217205)
Alte Weinberge,20,,52.4387856,12.632540459047108,POINT (12.632540459047108 52.4387856)
Alte Weinberge,18,F,52.43762165,12.640711390510212,POINT (12.640711390510212 52.43762165)
Alte Weinberge,18,,52.43779465,12.637816699999998,POINT (12.637816699999998 52.43779465)
Alte Weinberge,16,,52.4401163,12.64019875,POINT (12.64019875 52.4401163)
Alte Weinberge,15,D,52.4394876,12.63151391409319,POINT (12.63151391409319 52.4394876)
Alte Weinberge,15,C,52.43948655,12.631843003868946,POINT (12.631843003868946 52.43948655)
Alte Weinberge,15,B,52.4395011,12.632059495333207,POINT (12.632059495333207 52.4395011)
Alte Weinberge,15,,52.44002405,12.632101324757096,POINT (12.632101324757096 52.44002405)
Alte Weinberge,15,A,52.4399915,12.633763842038148,POINT (12.633763842038148 52.4399915)
Alte Weinberge,14,,52.44071905,12.639826797071391,POINT (12.639826797071391 52.44071905)
Alte Weinberge,13,A,52.43949565,12.632436674531446,POINT (12.632436674531446 52.43949565)
Alte Weinberge,13,,52.43926845,12.632436017318058,POINT (12.632436017318058 52.43926845)
Alte Weinberge,11,,52.43893945,12.632819967635658,POINT (12.632819967635658 52.43893945)
Alte Weinberge,10,,52.4420615,12.637932253808806,POINT (12.637932253808806 52.4420615)
Alte Weinberge,9,,52.43785255,12.6346773322905,POINT (12.6346773322905 52.43785255)
Alte Weinberge,8,,52.44223885,12.637673101509227,POINT (12.637673101509227 52.44223885)
Alte Weinberge,7,,52.4383617,12.63769237525108,POINT (12.63769237525108 52.4383617)
Alte Weinberge,6,,52.4425309,12.637803361216177,POINT (12.637803361216177 52.4425309)
Alte Weinberge,5,,52.440844850000005,12.638801849999991,POINT (12.638801849999991 52.440844850000005)
Alte Weinberge,3,,52.44263805,12.637142409449698,POINT (12.637142409449698 52.44263805)
Alte Weinberge,1,,52.4430634,12.636079127529182,POINT (12.636079127529182 52.4430634)
Alte Ziegelei,15,,,,
Alte Ziegelei,14,,,,
Alte Ziegelei,13,,,,
Alte Ziegelei,12,,,,
Alte Ziegelei,11,,,,
Alte Ziegelei,10,,,,
Alte Ziegelei,9,,,,
Alte Ziegelei,6,,,,
Alte Ziegelei,5,,,,
Alte Ziegelei,4,,,,
Altes Dorf,57,,52.3884768,12.594147790590563,POINT (12.594147790590563 52.3884768)
Altes Dorf,56,,52.38859085,12.59388178845186,POINT (12.59388178845186 52.38859085)
Altes Dorf,55,,52.38868835,12.593769743201754,POINT (12.593769743201754 52.38868835)
Altes Dorf,54,D,52.3884203,12.593430319260907,POINT (12.593430319260907 52.3884203)
Altes Dorf,54,,52.38879,12.59355575437063,POINT (12.59355575437063 52.38879)
Altes Dorf,54,B,52.38804855,12.593304961036356,POINT (12.593304961036356 52.38804855)
Altes Dorf,54,A,52.38806915,12.59357644321288,POINT (12.59357644321288 52.38806915)
Altes Dorf,53,,52.388880400000005,12.593213193498537,POINT (12.593213193498537 52.388880400000005)
Altes Dorf,52,,52.38890825,12.593068499882907,POINT (12.593068499882907 52.38890825)
Altes Dorf,51,,52.38889815,12.592616827109572,POINT (12.592616827109572 52.38889815)
Altes Dorf,50,,52.3889249,12.59226718247198,POINT (12.59226718247198 52.3889249)
Altes Dorf,49,,52.3889334,12.592062785633,POINT (12.592062785633 52.3889334)
Altes Dorf,48,,52.3889691,12.591744550675594,POINT (12.591744550675594 52.3889691)
Altes Dorf,47,,52.3889945,12.59159662537738,POINT (12.59159662537738 52.3889945)
Altes Dorf,46,,52.38905885,12.591197531002264,POINT (12.591197531002264 52.38905885)
Altes Dorf,45,,52.3892286,12.590325334781358,POINT (12.590325334781358 52.3892286)
Altes Dorf,45,B,52.3890497,12.590952516054742,POINT (12.590952516054742 52.3890497)
Altes Dorf,44,,52.3893923,12.589901688970588,POINT (12.589901688970588 52.3893923)
Altes Dorf,43,,52.3894651,12.5896206953471,POINT (12.5896206953471 52.3894651)
Altes Dorf,42,,52.389503950000005,12.589489567081875,POINT (12.589489567081875 52.389503950000005)
Altes Dorf,41,,52.3894323,12.589107140786847,POINT (12.589107140786847 52.3894323)
Altes Dorf,40,,52.38962505,12.588802165249334,POINT (12.588802165249334 52.38962505)
Altes Dorf,39,,52.3898565,12.58818235,POINT (12.58818235 52.3898565)
Altes Dorf,39,A,52.38972135,12.588545000000003,POINT (12.588545000000003 52.38972135)
Altes Dorf,37,,52.39004175,12.587477139065877,POINT (12.587477139065877 52.39004175)
Altes Dorf,36,,52.3901683,12.5869966,POINT (12.5869966 52.3901683)
Altes Dorf,35,A,52.3903071,12.58526775644282,POINT (12.58526775644282 52.3903071)
Altes Dorf,35,,52.39059585,12.585297521234944,POINT (12.585297521234944 52.39059585)
Altes Dorf,34,,52.39074925,12.584810448841605,POINT (12.584810448841605 52.39074925)
Altes Dorf,33,,52.3906167,12.584585430276944,POINT (12.584585430276944 52.3906167)
Altes Dorf,32,,52.3909131,12.583688378637316,POINT (12.583688378637316 52.3909131)
Altes Dorf,31,,52.39098455,12.583447891782242,POINT (12.583447891782242 52.39098455)
Altes Dorf,30,,52.39100555,12.58332495821776,POINT (12.58332495821776 52.39100555)
Altes Dorf,29,,52.39102975,12.58318285,POINT (12.58318285 52.39102975)
Altes Dorf,28,,52.3910492,12.583046790699337,POINT (12.583046790699337 52.3910492)
Altes Dorf,27,,52.39111605,12.582637049542951,POINT (12.582637049542951 52.39111605)
Altes Dorf,26,,52.39119675,12.5823577,POINT (12.5823577 52.39119675)
Altes Dorf,25,B,52.39136005,12.582024554258933,POINT (12.582024554258933 52.39136005)
Altes Dorf,25,A,52.39149025,12.58175381240332,POINT (12.58175381240332 52.39149025)
Altes Dorf,25,,52.3912948,12.582205985195756,POINT (12.582205985195756 52.3912948)
Altes Dorf,24,D,52.39179485,12.581172754696532,POINT (12.581172754696532 52.39179485)
Altes Dorf,24,F,52.39193795,12.581642549999998,POINT (12.581642549999998 52.39193795)
Altes Dorf,24,E,52.39164695,12.581361455699394,POINT (12.581361455699394 52.39164695)
Altes Dorf,24,B,52.39187655,12.58200295,POINT (12.58200295 52.39187655)
Altes Dorf,24,C,52.39168365,12.582207591478747,POINT (12.582207591478747 52.39168365)
Altes Dorf,24,,52.3913071,12.582774207874015,POINT (12.582774207874015 52.3913071)
Altes Dorf,24,G,52.39206725,12.581346044058815,POINT (12.581346044058815 52.39206725)
Altes Dorf,23,,52.3912971,12.582934396558915,POINT (12.582934396558915 52.3912971)
Altes Dorf,22,A,52.3912337,12.583359141434071,POINT (12.583359141434071 52.3912337)
Altes Dorf,22,,52.39121235,12.583495520359932,POINT (12.583495520359932 52.39121235)
Altes Dorf,21,,52.3911214,12.584024365954276,POINT (12.584024365954276 52.3911214)
Altes Dorf,21,A,52.39119785,12.5837897,POINT (12.5837897 52.39119785)
Altes Dorf,20,,52.390958350000005,12.585017707291785,POINT (12.585017707291785 52.390958350000005)
Altes Dorf,20,B,52.39104725,12.584565614990089,POINT (12.584565614990089 52.39104725)
Altes Dorf,20,A,52.39106495,12.584682665956391,POINT (12.584682665956391 52.39106495)
Altes Dorf,20,C,52.39150095,12.5847617,POINT (12.5847617 52.39150095)
Altes Dorf,19,A,52.39089105,12.585311491964784,POINT (12.585311491964784 52.39089105)
Altes Dorf,19,,52.39080675,12.585690710812964,POINT (12.585690710812964 52.39080675)
Altes Dorf,18,B,52.3906796,12.586667557039585,POINT (12.586667557039585 52.3906796)
Altes Dorf,18,,52.390689,12.58627694395733,POINT (12.58627694395733 52.390689)
Altes Dorf,18,A,52.39059095,12.586650836881388,POINT (12.586650836881388 52.39059095)
Altes Dorf,17,,52.39052575,12.586904503705956,POINT (12.586904503705956 52.39052575)
Altes Dorf,16,,52.39045575,12.587176715877751,POINT (12.587176715877751 52.39045575)
Altes Dorf,15,,52.39039165,12.587476749999997,POINT (12.587476749999997 52.39039165)
Altes Dorf,14,,52.3902804,12.58785315,POINT (12.58785315 52.3902804)
Altes Dorf,13,,52.39022005,12.5880828,POINT (12.5880828 52.39022005)
Altes Dorf,12,A,52.39032625,12.58849685,POINT (12.58849685 52.39032625)
Altes Dorf,12,,52.39011,12.588498144182084,POINT (12.588498144182084 52.39011)
Altes Dorf,11,A,52.39003575,12.588716690308704,POINT (12.588716690308704 52.39003575)
Altes Dorf,11,,52.3899759,12.588970702833898,POINT (12.588970702833898 52.3899759)
Altes Dorf,10,,52.3899378,12.589100446235255,POINT (12.589100446235255 52.3899378)
Altes Dorf,9,,52.38974525,12.589669350000005,POINT (12.589669350000005 52.38974525)
Altes Dorf,9,A,52.38977015,12.589595350000003,POINT (12.589595350000003 52.38977015)
Altes Dorf,8,,52.38958255,12.590187690169367,POINT (12.590187690169367 52.38958255)
Altes Dorf,7,E,52.38935255,12.59127515658854,POINT (12.59127515658854 52.38935255)
Altes Dorf,7,D,52.3892871,12.591576617741936,POINT (12.591576617741936 52.3892871)
Altes Dorf,7,A,52.38917165,12.592395376207117,POINT (12.592395376207117 52.38917165)
Altes Dorf,7,,52.38916345,12.592645290794714,POINT (12.592645290794714 52.38916345)
Altes Dorf,6,,52.3891345,12.592806072919052,POINT (12.592806072919052 52.3891345)
Altes Dorf,6,A,52.38954005,12.592654600441335,POINT (12.592654600441335 52.38954005)
