id,Name_Haltestelle,Kategorie,x,y,Adresse_query,Adresse_merge,lat,lon,display_name,type,category,geometry
82,Nitzahn,bus_stop,"320662,9",5816180,"['Bus stop Nitzahn, Brandenburg, 14770']",haltestelle nitzahn,52.4664794,12.3603611,"Nitzahn, Schulstraße, Nitzahn, Milower Land, Havelland, Brandenburg, 14715, Deutschland",bus_stop,highway,POINT (12.3603611 52.4664794)
83,Nitzahn,bus_stop,"320693,28",5816200,"['Bus stop Nitzahn, Brandenburg, 14770']",haltestelle nitzahn,52.4664794,12.3603611,"Nitzahn, Schulstraße, Nitzahn, Milower Land, Havelland, Brandenburg, 14715, Deutschland",bus_stop,highway,POINT (12.3603611 52.4664794)
84,"Milow (HVL), Karl-Marx-Straße",bus_stop,"317669,47",5821322,"['Bus stop Milow (HVL) Karl-Marx-Straße, Brandenburg, 14770']","haltestelle milow (hvl), karl-marx-straße",52.5114510,12.3133055,"Milow (HVL), Karl-Marx-Straße, Karl-Marx-Straße, Alte Schäferei, Milow, Milower Land, Havelland, Brandenburg, 14715, Deutschland",bus_stop,highway,POINT (12.3133055 52.511451)
85,"Milow (HVL), Karl-Marx-Straße",bus_stop,"317683,6","5821318,5","['Bus stop Milow (HVL) Karl-Marx-Straße, Brandenburg, 14770']","haltestelle milow (hvl), karl-marx-straße",52.5114510,12.3133055,"Milow (HVL), Karl-Marx-Straße, Karl-Marx-Straße, Alte Schäferei, Milow, Milower Land, Havelland, Brandenburg, 14715, Deutschland",bus_stop,highway,POINT (12.3133055 52.511451)
86,Marquede,bus_stop,"318764,97","5820188,5","['Bus stop Marquede, Brandenburg, 14770']",haltestelle marquede,52.5015486,12.3297991,"Marquede, Jerchel, Milower Land, Havelland, Brandenburg, 14715, Deutschland",bus_stop,highway,POINT (12.3297991 52.5015486)
87,Marquede,bus_stop,"318761,88",5820176,"['Bus stop Marquede, Brandenburg, 14770']",haltestelle marquede,52.5015486,12.3297991,"Marquede, Jerchel, Milower Land, Havelland, Brandenburg, 14715, Deutschland",bus_stop,highway,POINT (12.3297991 52.5015486)
88,"Milow (HVL), Friedensstraße",bus_stop,"317449,7",5821758,"['Bus stop Milow (HVL) Friedensstraße, Brandenburg, 14770']","haltestelle milow (hvl), friedensstraße",52.5153202,12.3096213,"Milow (HVL), Friedensstraße, Friedensstraße, Milow, Milower Land, Havelland, Brandenburg, 14715, Deutschland",bus_stop,highway,POINT (12.3096213 52.5153202)
89,"Milow (HVL), Amt Milow",bus_stop,"317543,8","5822213,5","['Bus stop Milow (HVL) Amt Milow, Brandenburg, 14770']","haltestelle milow (hvl), amt milow",52.5194420,12.3107570,"Milow (HVL), Amt Milow, Große Gasse, Milow, Milower Land, Havelland, Brandenburg, 14715, Deutschland",bus_stop,highway,POINT (12.310757 52.519442)
90,"Milow (HVL), Amt Milow",bus_stop,"317516,56","5822147,5","['Bus stop Milow (HVL) Amt Milow, Brandenburg, 14770']","haltestelle milow (hvl), amt milow",52.5194420,12.3107570,"Milow (HVL), Amt Milow, Große Gasse, Milow, Milower Land, Havelland, Brandenburg, 14715, Deutschland",bus_stop,highway,POINT (12.310757 52.519442)
91,Max-Josef-Metzger-Straße,bus_stop,"327775,88","5810919,5","['Bus stop Max-Josef-Metzger-Straße, Brandenburg, 14770']",haltestelle max-josef-metzger-straße,52.4181857,12.4704539,"Max-Josef-Metzger-Straße, Plauer Landstraße, Heidekrug, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",bus_stop,highway,POINT (12.4704539 52.4181857)
92,Anton-Saefkow-Allee,bus_stop,"327834,78","5811137,5","['Bus stop Anton-Saefkow-Allee, Brandenburg, 14770']",haltestelle anton-saefkow-allee,52.4233117,12.4679896,"Anton-Saefkow-Allee, Heidekrug, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",bus_stop,highway,POINT (12.4679896 52.4233117)
93,Kaltenhausener Weg,bus_stop,"328190,84","5811303,5","['Bus stop Kaltenhausener Weg, Brandenburg, 14770']",haltestelle kaltenhausener weg,52.4248325,12.4731651,"Kaltenhausener Weg, Anton-Saefkow-Allee, Heidekrug, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",bus_stop,highway,POINT (12.4731651 52.4248325)
94,Asklepios Klinik,bus_stop,"328671,88",5811530,"['Bus stop Asklepios Klinik, Brandenburg, 14770']",haltestelle asklepios klinik,52.4270998,12.4800864,"Asklepios Klinik, Anton-Saefkow-Allee, Heidekrug, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",bus_stop,highway,POINT (12.4800864 52.4270998)
95,Max-Josef-Metzger-Straße,bus_stop,"327982,34","5810561,5","['Bus stop Max-Josef-Metzger-Straße, Brandenburg, 14770']",haltestelle max-josef-metzger-straße,52.4181857,12.4704539,"Max-Josef-Metzger-Straße, Plauer Landstraße, Heidekrug, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",bus_stop,highway,POINT (12.4704539 52.4181857)
96,Max-Josef-Metzger-Straße,bus_stop,"327900,7","5810574,5","['Bus stop Max-Josef-Metzger-Straße, Brandenburg, 14770']",haltestelle max-josef-metzger-straße,52.4181857,12.4704539,"Max-Josef-Metzger-Straße, Plauer Landstraße, Heidekrug, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",bus_stop,highway,POINT (12.4704539 52.4181857)
97,Heidekrug,bus_stop,"328815,3",5810431,"['Bus stop Heidekrug, Brandenburg, 14770']",haltestelle heidekrug,52.4167016,12.4849213,"Heidekrug, Plauer Landstraße, Heidekrug, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",bus_stop,highway,POINT (12.4849213 52.4167016)
98,Malge,bus_stop,"328334,75","5805000,5","['Bus stop Malge, Brandenburg, 14770']",haltestelle malge,52.3683473,12.4784805,"Malge, Magdeburger Heerstraße, Wendgräben, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",bus_stop,highway,POINT (12.4784805 52.3683473)
99,Prützke,bus_stop,"338498,97",5802713,"['Bus stop Prützke, Brandenburg, 14770']",haltestelle prützke,52.3508881,12.6287361,"Prützke, Grebser Straße, Prützke, Kloster Lehnin, Potsdam-Mittelmark, Brandenburg, 14797, Deutschland",bus_stop,highway,POINT (12.6287361 52.3508881)
100,Neubensdorf,bus_stop,"319963,2",5809992,"['Bus stop Neubensdorf, Brandenburg, 14770']",haltestelle neubensdorf,52.4105888,12.3520919,"Neubensdorf, Genthiner Straße, Neubensdorf, Bensdorf, Wusterwitz, Potsdam-Mittelmark, Brandenburg, 14789, Deutschland",bus_stop,highway,POINT (12.3520919 52.4105888)
101,Neubensdorf,bus_stop,"319975,16","5810001,5","['Bus stop Neubensdorf, Brandenburg, 14770']",haltestelle neubensdorf,52.4105888,12.3520919,"Neubensdorf, Genthiner Straße, Neubensdorf, Bensdorf, Wusterwitz, Potsdam-Mittelmark, Brandenburg, 14789, Deutschland",bus_stop,highway,POINT (12.3520919 52.4105888)
102,Signalstraße,bus_stop,"324287,5","5807296,5","['Bus stop Signalstraße, Brandenburg, 14770']",haltestelle signalstraße,52.3876863,12.4178936,"Signalstraße, Uferstraße, Kirchmöser West, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",bus_stop,highway,POINT (12.4178936 52.3876863)
103,Bergstraße,bus_stop,"347133,56",5803645,"['Bus stop Bergstraße, Brandenburg, 14770']",haltestelle bergstraße,52.3617386,12.7549816,"Bergstraße, Damsdorfer Hauptstraße, Damsdorf, Kloster Lehnin, Potsdam-Mittelmark, Brandenburg, 14797, Deutschland",bus_stop,highway,POINT (12.7549816 52.3617386)
104,Forsthaus,bus_stop,"330896,2",5805934,"['Bus stop Forsthaus, Brandenburg, 14770']",haltestelle forsthaus,52.3775263,12.5155954,"Forsthaus, Ziesarer Landstraße, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",bus_stop,highway,POINT (12.5155954 52.3775263)
105,"Niebede, Dorf",bus_stop,"350022,75",5823404,"['Bus stop Niebede Dorf, Brandenburg, 14770']","haltestelle niebede, dorf",52.5400419,12.7885011,"Niebede, Dorf, Am Anger, Niebede, Wachow, Nauen, Havelland, Brandenburg, 14641, Deutschland",bus_stop,highway,POINT (12.7885011 52.5400419)
106,"Milow (HVL), Dorfplatz",bus_stop,"317648,16","5822746,5","['Bus stop Milow (HVL) Dorfplatz, Brandenburg, 14770']","haltestelle milow (hvl), dorfplatz",52.5242611,12.3120010,"Milow (HVL), Dorfplatz, Friedensstraße, Milow, Milower Land, Havelland, Brandenburg, 14715, Deutschland",bus_stop,highway,POINT (12.312001 52.5242611)
107,"Milow (HVL), Schule",bus_stop,"317748,75",5821835,"['Bus stop Milow (HVL) Schule, Brandenburg, 14770']","haltestelle milow (hvl), schule",52.5161116,12.3139816,"Milow (HVL), Schule, 2a, Forststraße, Milow, Milower Land, Havelland, Brandenburg, 14715, Deutschland",bus_stop,highway,POINT (12.3139816 52.5161116)
108,Brücke,bus_stop,"317573,97",5822865,"['Bus stop Brücke, Brandenburg, 14770']",haltestelle brücke,52.5253014,12.3108437,"Brücke, Stremmestraße, Milow, Milower Land, Havelland, Brandenburg, 14715, Deutschland",bus_stop,highway,POINT (12.3108437 52.5253014)
109,Belziger Chaussee,bus_stop,"344476,62",5797802,"['Bus stop Belziger Chaussee, Brandenburg, 14770']",haltestelle belziger chaussee,52.4010295,12.5911959,"Belziger Chaussee, Neuschmerzke, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",bus_stop,highway,POINT (12.5911959 52.4010295)
110,Belziger Chaussee,bus_stop,"344461,03",5797810,"['Bus stop Belziger Chaussee, Brandenburg, 14770']",haltestelle belziger chaussee,52.4010295,12.5911959,"Belziger Chaussee, Neuschmerzke, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",bus_stop,highway,POINT (12.5911959 52.4010295)
111,"Niebede, Abzweig",bus_stop,"350167,28","5823794,5","['Bus stop Niebede Abzweig, Brandenburg, 14770']","haltestelle niebede, abzweig",52.5439067,12.7894845,"Niebede, Abzweig, Tremmener Straße, Niebede, Wachow, Nauen, Havelland, Brandenburg, 14641, Deutschland",bus_stop,highway,POINT (12.7894845 52.5439067)
112,"Niebede, Abzweig",bus_stop,"350102,6",5823832,"['Bus stop Niebede Abzweig, Brandenburg, 14770']","haltestelle niebede, abzweig",52.5439067,12.7894845,"Niebede, Abzweig, Tremmener Straße, Niebede, Wachow, Nauen, Havelland, Brandenburg, 14641, Deutschland",bus_stop,highway,POINT (12.7894845 52.5439067)
113,Dorfplatz,bus_stop,"349430,4",5817121,"['Bus stop Dorfplatz, Brandenburg, 14770']",haltestelle dorfplatz,52.4834344,12.7826177,"Dorfplatz, Dorfstraße, Zachow, Ketzin/Havel, Havelland, Brandenburg, 14669, Deutschland",bus_stop,highway,POINT (12.7826177 52.4834344)
114,Dorfplatz,bus_stop,"349476,22","5817122,5","['Bus stop Dorfplatz, Brandenburg, 14770']",haltestelle dorfplatz,52.4834344,12.7826177,"Dorfplatz, Dorfstraße, Zachow, Ketzin/Havel, Havelland, Brandenburg, 14669, Deutschland",bus_stop,highway,POINT (12.7826177 52.4834344)
115,Am Fliegerhorst,bus_stop,"327156,47",5810695,"['Bus stop Am Fliegerhorst, Brandenburg, 14770']",haltestelle am fliegerhorst,52.4188668,12.4596707,"Am Fliegerhorst, Plauer Landstraße, Heidekrug, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",bus_stop,highway,POINT (12.4596707 52.4188668)
116,Briester Weg,bus_stop,"325445,56","5809955,5","['Bus stop Briester Weg, Brandenburg, 14770']",haltestelle briester weg,52.4120071,12.4342952,"Briester Weg, Plauer Landstraße, Margaretenhof, Plaue, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",bus_stop,highway,POINT (12.4342952 52.4120071)
117,Plauerhof,bus_stop,"326459,5",5810437,"['Bus stop Plauerhof, Brandenburg, 14770']",haltestelle plauerhof,52.4165840,12.4481489,"Plauerhof, Plauer Landstraße, Plauerhof, Plaue, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",bus_stop,highway,POINT (12.4481489 52.416584)
118,Plauerhof,bus_stop,"326407,97",5810428,"['Bus stop Plauerhof, Brandenburg, 14770']",haltestelle plauerhof,52.4165840,12.4481489,"Plauerhof, Plauer Landstraße, Plauerhof, Plaue, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",bus_stop,highway,POINT (12.4481489 52.416584)
119,Quenzbrücke,bus_stop,"329973,25","5810073,5","['Bus stop Quenzbrücke, Brandenburg, 14770']",haltestelle quenzbrücke,52.4146366,12.4998076,"Quenzbrücke, Magdeburger Landstraße, Quenzsiedlung, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",bus_stop,highway,POINT (12.4998076 52.4146366)
120,Quenzbrücke,bus_stop,"329964,53","5810097,5","['Bus stop Quenzbrücke, Brandenburg, 14770']",haltestelle quenzbrücke,52.4146366,12.4998076,"Quenzbrücke, Magdeburger Landstraße, Quenzsiedlung, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",bus_stop,highway,POINT (12.4998076 52.4146366)
121,Am Südtor,bus_stop,"323658,4",5807401,"['Bus stop Am Südtor, Brandenburg, 14770']",haltestelle am südtor,52.3884199,12.4086042,"Am Südtor, Kirchmöser West, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",bus_stop,highway,POINT (12.4086042 52.3884199)
122,Am Südtor,bus_stop,"323631,2",5807416,"['Bus stop Am Südtor, Brandenburg, 14770']",haltestelle am südtor,52.3884199,12.4086042,"Am Südtor, Kirchmöser West, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",bus_stop,highway,POINT (12.4086042 52.3884199)
123,Am Weinberg,bus_stop,"324908,38","5806908,5","['Bus stop Am Weinberg, Brandenburg, 14770']",haltestelle am weinberg,52.3844683,12.4272953,"Am Weinberg, Uferstraße, Kirchmöser Ost, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",bus_stop,highway,POINT (12.4272953 52.3844683)
124,Am Weinberg,bus_stop,"324914,44",5806916,"['Bus stop Am Weinberg, Brandenburg, 14770']",haltestelle am weinberg,52.3844683,12.4272953,"Am Weinberg, Uferstraße, Kirchmöser Ost, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",bus_stop,highway,POINT (12.4272953 52.3844683)
125,Bahnhof Kirchmöser,bus_stop,"324555,1","5805922,5","['Bus stop Bahnhof Kirchmöser, Brandenburg, 14770']",haltestelle bahnhof kirchmöser,52.3754294,12.4225408,"Bahnhof Kirchmöser, Bahnhofstraße, Kirchmöser Dorf, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",bus_stop,highway,POINT (12.4225408 52.3754294)
126,Grenzstraße,bus_stop,"325341,62","5806759,5","['Bus stop Grenzstraße, Brandenburg, 14770']",haltestelle grenzstraße,52.3832728,12.4337256,"Grenzstraße, Uferstraße, Kirchmöser Ost, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",bus_stop,highway,POINT (12.4337256 52.3832728)
127,Grenzstraße,bus_stop,"325347,25","5806767,5","['Bus stop Grenzstraße, Brandenburg, 14770']",haltestelle grenzstraße,52.3832728,12.4337256,"Grenzstraße, Uferstraße, Kirchmöser Ost, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",bus_stop,highway,POINT (12.4337256 52.3832728)
128,Gränertstraße,bus_stop,"324848,03",5805795,"['Bus stop Gränertstraße, Brandenburg, 14770']",haltestelle gränertstraße,52.3743815,12.4269063,"Gränertstraße, Kirchmöser Dorf, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",bus_stop,highway,POINT (12.4269063 52.3743815)
129,Gränertstraße,bus_stop,"324838,1","5805795,5","['Bus stop Gränertstraße, Brandenburg, 14770']",haltestelle gränertstraße,52.3743815,12.4269063,"Gränertstraße, Kirchmöser Dorf, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",bus_stop,highway,POINT (12.4269063 52.3743815)
130,Platz der Einheit,bus_stop,"323988,9",5807360,"['Bus stop Platz der Einheit, Brandenburg, 14770']",haltestelle platz der einheit,52.3882530,12.4135009,"Platz der Einheit, Uferstraße, Kirchmöser West, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",bus_stop,highway,POINT (12.4135009 52.388253)
131,Platz der Einheit,bus_stop,"323990,88","5807370,5","['Bus stop Platz der Einheit, Brandenburg, 14770']",haltestelle platz der einheit,52.3882530,12.4135009,"Platz der Einheit, Uferstraße, Kirchmöser West, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",bus_stop,highway,POINT (12.4135009 52.388253)
132,Signalstraße,bus_stop,"324281,06","5807290,5","['Bus stop Signalstraße, Brandenburg, 14770']",haltestelle signalstraße,52.3876863,12.4178936,"Signalstraße, Uferstraße, Kirchmöser West, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",bus_stop,highway,POINT (12.4178936 52.3876863)
133,Schulstraße,bus_stop,"323561,4",5807829,"['Bus stop Schulstraße, Brandenburg, 14770']",haltestelle schulstraße,52.3928394,12.4071863,"Schulstraße, Kirchmöser West, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",bus_stop,highway,POINT (12.4071863 52.3928394)
134,Schulstraße,bus_stop,"323579,56","5807895,5","['Bus stop Schulstraße, Brandenburg, 14770']",haltestelle schulstraße,52.3928394,12.4071863,"Schulstraße, Kirchmöser West, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",bus_stop,highway,POINT (12.4071863 52.3928394)
135,Kirchmöser West,bus_stop,"323881,75","5808522,5","['Bus stop Kirchmöser West, Brandenburg, 14770']",haltestelle kirchmöser west,52.3985824,12.4118034,"Kirchmöser West, Am Seegarten, Kirchmöser West, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",bus_stop,highway,POINT (12.4118034 52.3985824)
136,Kirchmöser West,bus_stop,"323916,53",5808523,"['Bus stop Kirchmöser West, Brandenburg, 14770']",haltestelle kirchmöser west,52.3985824,12.4118034,"Kirchmöser West, Am Seegarten, Kirchmöser West, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",bus_stop,highway,POINT (12.4118034 52.3985824)
137,Plaue Görneweg,bus_stop,"324026,66","5809429,5","['Bus stop Plaue Görneweg, Brandenburg, 14770']",haltestelle plaue görneweg,52.4067596,12.4129438,"Plaue Görneweg, Koenigsmarckstraße, Plaue, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",bus_stop,highway,POINT (12.4129438 52.4067596)
138,Plaue Görneweg,bus_stop,"324002,94","5809368,5","['Bus stop Plaue Görneweg, Brandenburg, 14770']",haltestelle plaue görneweg,52.4067596,12.4129438,"Plaue Görneweg, Koenigsmarckstraße, Plaue, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",bus_stop,highway,POINT (12.4129438 52.4067596)
139,Genthiner Straße,bus_stop,"324410,84","5809670,5","['Bus stop Genthiner Straße, Brandenburg, 14770']",haltestelle genthiner straße,52.4090469,12.4184594,"Genthiner Straße, Margaretenhof, Plaue, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",bus_stop,highway,POINT (12.4184594 52.4090469)
140,Genthiner Straße,bus_stop,"324406,66","5809678,5","['Bus stop Genthiner Straße, Brandenburg, 14770']",haltestelle genthiner straße,52.4090469,12.4184594,"Genthiner Straße, Margaretenhof, Plaue, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",bus_stop,highway,POINT (12.4184594 52.4090469)
141,Rundbau,bus_stop,"325430,38",5806072,"['Bus stop Rundbau, Brandenburg, 14770']",haltestelle rundbau,52.3770321,12.4354211,"Rundbau, Uferstraße, Kirchmöser Ost, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",bus_stop,highway,POINT (12.4354211 52.3770321)
142,Rundbau,bus_stop,325438,"5806069,5","['Bus stop Rundbau, Brandenburg, 14770']",haltestelle rundbau,52.3770321,12.4354211,"Rundbau, Uferstraße, Kirchmöser Ost, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",bus_stop,highway,POINT (12.4354211 52.3770321)
143,Südringstraße,bus_stop,"325588,5","5806488,5","['Bus stop Südringstraße, Brandenburg, 14770']",haltestelle südringstraße,52.3806460,12.4375816,"Südringstraße, Uferstraße, Kirchmöser Ost, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",bus_stop,highway,POINT (12.4375816 52.380646)
144,Südringstraße,bus_stop,"325599,28",5806466,"['Bus stop Südringstraße, Brandenburg, 14770']",haltestelle südringstraße,52.3806460,12.4375816,"Südringstraße, Uferstraße, Kirchmöser Ost, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",bus_stop,highway,POINT (12.4375816 52.380646)
145,Wusterwitzer Straße,bus_stop,"323818,47","5808187,5","['Bus stop Wusterwitzer Straße, Brandenburg, 14770']",haltestelle wusterwitzer straße,52.3955368,12.4105401,"Wusterwitzer Straße, Kirchmöser West, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",bus_stop,highway,POINT (12.4105401 52.3955368)
146,Wusterwitzer Straße,bus_stop,"323735,5",5808045,"['Bus stop Wusterwitzer Straße, Brandenburg, 14770']",haltestelle wusterwitzer straße,52.3955368,12.4105401,"Wusterwitzer Straße, Kirchmöser West, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",bus_stop,highway,POINT (12.4105401 52.3955368)
147,Altbensdorf,bus_stop,"319437,88","5811089,5","['Bus stop Altbensdorf, Brandenburg, 14770']",haltestelle altbensdorf,52.4201715,12.3446641,"Altbensdorf, Schulplatz, Altbensdorf, Bensdorf, Wusterwitz, Potsdam-Mittelmark, Brandenburg, 14789, Deutschland",bus_stop,highway,POINT (12.3446641 52.4201715)
148,Altbensdorf,bus_stop,"319298,88","5811123,5","['Bus stop Altbensdorf, Brandenburg, 14770']",haltestelle altbensdorf,52.4201715,12.3446641,"Altbensdorf, Schulplatz, Altbensdorf, Bensdorf, Wusterwitz, Potsdam-Mittelmark, Brandenburg, 14789, Deutschland",bus_stop,highway,POINT (12.3446641 52.4201715)
149,Herrenhölzer,bus_stop,"318702,28",5809102,"['Bus stop Herrenhölzer, Brandenburg, 14770']",haltestelle herrenhölzer,52.4020775,12.3349363,"Herrenhölzer, Bensdorf, Wusterwitz, Potsdam-Mittelmark, Brandenburg, 14789, Deutschland",bus_stop,highway,POINT (12.3349363 52.4020775)
150,Plaue Görneweg,bus_stop,"323991,6","5809460,5","['Bus stop Plaue Görneweg, Brandenburg, 14770']",haltestelle plaue görneweg,52.4067596,12.4129438,"Plaue Görneweg, Koenigsmarckstraße, Plaue, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",bus_stop,highway,POINT (12.4129438 52.4067596)
151,Uferstraße / Weichenwerk,bus_stop,"324677,66","5807131,5","['Bus stop Uferstraße / Weichenwerk, Brandenburg, 14770']",haltestelle uferstraße / weichenwerk,52.3864406,12.4237086,"Uferstraße / Weichenwerk, Uferstraße, Kirchmöser Dorf, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",bus_stop,highway,POINT (12.4237086 52.3864406)
152,Uferstraße / Weichenwerk,bus_stop,"324678,22",5807144,"['Bus stop Uferstraße / Weichenwerk, Brandenburg, 14770']",haltestelle uferstraße / weichenwerk,52.3864406,12.4237086,"Uferstraße / Weichenwerk, Uferstraße, Kirchmöser Dorf, Kirchmöser, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",bus_stop,highway,POINT (12.4237086 52.3864406)
153,"Wusterwitz, Bahnhof",bus_stop,"321327,16",5807142,"['Bus stop Wusterwitz Bahnhof, Brandenburg, 14770']","haltestelle wusterwitz, bahnhof",,,,,,
154,Wendseeufer,bus_stop,"323972,97","5809046,5","['Bus stop Wendseeufer, Brandenburg, 14770']",haltestelle wendseeufer,52.4032999,12.4123569,"Wendseeufer, Koenigsmarckstraße, Plaue, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",bus_stop,highway,POINT (12.4123569 52.4032999)
155,Plaue Görneweg,bus_stop,"324018,16",5809502,"['Bus stop Plaue Görneweg, Brandenburg, 14770']",haltestelle plaue görneweg,52.4067596,12.4129438,"Plaue Görneweg, Koenigsmarckstraße, Plaue, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",bus_stop,highway,POINT (12.4129438 52.4067596)
156,"Woltersdorf, Abzweig",bus_stop,"321590,3",5809751,"['Bus stop Woltersdorf Abzweig, Brandenburg, 14770']","haltestelle woltersdorf, abzweig",,,,,,
157,Prützke,bus_stop,"338495,34","5802699,5","['Bus stop Prützke, Brandenburg, 14770']",haltestelle prützke,52.3508881,12.6287361,"Prützke, Grebser Straße, Prützke, Kloster Lehnin, Potsdam-Mittelmark, Brandenburg, 14797, Deutschland",bus_stop,highway,POINT (12.6287361 52.3508881)
158,Bahnitz,bus_stop,"323709,3",5819023,"['Bus stop Bahnitz, Brandenburg, 14770']",haltestelle bahnitz,52.4928150,12.4032180,"Bahnitz, Dorfstraße, Bahnitz, Milower Land, Havelland, Brandenburg, 14715, Deutschland",bus_stop,highway,POINT (12.403218 52.492815)
159,Willibald-Alexis-Straße,tram_stop,"332068,44",5811891,"['Tram stop Willibald-Alexis-Straße, Brandenburg, 14770']",haltestelle willibald-alexis-straße,52.4313957,12.5298115,"Willibald-Alexis-Straße, Rosa-Luxemburg-Allee, Hohenstücken, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",tram_stop,railway,POINT (12.5298115 52.4313957)
160,Rosa-Luxemburg-Allee,tram_stop,"331654,3",5811925,"['Tram stop Rosa-Luxemburg-Allee, Brandenburg, 14770']",haltestelle rosa-luxemburg-allee,52.4315738,12.5237088,"Rosa-Luxemburg-Allee, Hohenstücken, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",tram_stop,railway,POINT (12.5237088 52.4315738)
161,Hohenstücken Nord,tram_stop,"331305,97","5812564,5","['Tram stop Hohenstücken Nord, Brandenburg, 14770']",haltestelle hohenstücken nord,52.4372086,12.5182672,"Hohenstücken Nord, Betriebsweg, Hohenstücken, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",tram_stop,railway,POINT (12.5182672 52.4372086)
162,Tschirchdamm,tram_stop,"331515,8",5812224,"['Tram stop Tschirchdamm, Brandenburg, 14770']",haltestelle tschirchdamm,52.4342152,12.5215229,"Tschirchdamm, Hohenstücken, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",tram_stop,railway,POINT (12.5215229 52.4342152)
163,Hohenstücken Betriebshof,tram_stop,"332148,44",5811415,"['Tram stop Hohenstücken Betriebshof, Brandenburg, 14770']",haltestelle hohenstücken betriebshof,52.4271417,12.5312844,"Hohenstücken Betriebshof, Rathenower Landstraße, Hohenstücken, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",tram_stop,railway,POINT (12.5312844 52.4271417)
164,Am Silokanal,tram_stop,"331818,9","5811064,5","['Tram stop Am Silokanal, Brandenburg, 14770']",haltestelle am silokanal,52.4238611,12.5265358,"Am Silokanal, Gördenallee, Görden, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",tram_stop,railway,POINT (12.5265358 52.4238611)
165,Rotdornweg,tram_stop,"331497,44","5811150,5","['Tram stop Rotdornweg, Brandenburg, 14770']",haltestelle rotdornweg,52.4245322,12.5217848,"Rotdornweg, Gördenallee, Görden, Brandenburg an der Havel, Brandenburg, 14772, Deutschland",tram_stop,railway,POINT (12.5217848 52.4245322)
