id,Name_Haltestelle,Kategorie,x,y,Adresse_query,Adresse_merge,lat,lon,display_name,type,category,geometry
531,"Wust, Heininge",bus_stop,"337032,72",5809647,"['Bus stop Wust Heininge, Brandenburg, 14770']","haltestelle wust, heininge",52.4127935,12.6037830,"Wust, Heininge, Wuster Straße, Wust, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",bus_stop,highway,POINT (12.603783 52.4127935)
532,"Plaue, Chauseestraße-B1",bus_stop,"323430,1","5809448,5","['Bus stop Plaue Chauseestraße-B1, Brandenburg, 14770']","haltestelle plaue, chauseestraße-b1",52.4067382,12.4041733,"Plaue, Chauseestraße-B1, Chausseestraße, Plauer Schleuse, Plaue, Brandenburg an der Havel, Brandenburg, 14774, Deutschland",bus_stop,highway,POINT (12.4041733 52.4067382)
533,August­Sonntag­Straße,bus_stop,"330936,25","5810483,5","['Bus stop August\xadSonntag\xadStraße, Brandenburg, 14770']",haltestelle august­sonntag­straße,52.4177473,12.5142498,"August­Sonntag­Straße, August-Sonntag-Straße, SWB-Industrie- und Gewerbepark, Walzwerksiedlung, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",bus_stop,highway,POINT (12.5142498 52.4177473)
534,August­Sonntag­Straße,bus_stop,"330958,47","5810409,5","['Bus stop August\xadSonntag\xadStraße, Brandenburg, 14770']",haltestelle august­sonntag­straße,52.4177473,12.5142498,"August­Sonntag­Straße, August-Sonntag-Straße, SWB-Industrie- und Gewerbepark, Walzwerksiedlung, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",bus_stop,highway,POINT (12.5142498 52.4177473)
535,Eibenweg,bus_stop,"331399,44",5805330,"['Bus stop Eibenweg, Brandenburg, 14770']",haltestelle eibenweg,52.3725081,12.5235709,"Eibenweg, Buchenweg, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",bus_stop,highway,POINT (12.5235709 52.3725081)
536,Göttin,bus_stop,"333051,25","5804812,5","['Bus stop Göttin, Brandenburg, 14770']",haltestelle göttin,52.3681344,12.5478369,"Göttin, Brandenburger Straße, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",bus_stop,highway,POINT (12.5478369 52.3681344)
537,Göttin,bus_stop,"333059,38",5804816,"['Bus stop Göttin, Brandenburg, 14770']",haltestelle göttin,52.3681344,12.5478369,"Göttin, Brandenburger Straße, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",bus_stop,highway,POINT (12.5478369 52.3681344)
538,Eichhorstweg,bus_stop,"332930,9","5805943,5","['Bus stop Eichhorstweg, Brandenburg, 14770']",haltestelle eichhorstweg,52.3781966,12.5454233,"Eichhorstweg, Göttiner Landstraße, Siedlung Eigene Scholle, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",bus_stop,highway,POINT (12.5454233 52.3781966)
539,Eichhorstweg,bus_stop,"332930,38","5805850,5","['Bus stop Eichhorstweg, Brandenburg, 14770']",haltestelle eichhorstweg,52.3781966,12.5454233,"Eichhorstweg, Göttiner Landstraße, Siedlung Eigene Scholle, Göttin, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",bus_stop,highway,POINT (12.5454233 52.3781966)
540,Göttiner Straße,bus_stop,"333024,03","5808072,5","['Bus stop Göttiner Straße, Brandenburg, 14770']",haltestelle göttiner straße,52.3974033,12.5459207,"Göttiner Straße, Wilhelmsdorfer Straße, Wilhelmsdorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",bus_stop,highway,POINT (12.5459207 52.3974033)
541,Wittstocker Gäßchen,bus_stop,"331881,34","5806898,5","['Bus stop Wittstocker Gäßchen, Brandenburg, 14770']",haltestelle wittstocker gäßchen,52.3864960,12.5295703,"Wittstocker Gäßchen, Ziesarer Landstraße, Siedlung Eigene Scholle, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",bus_stop,highway,POINT (12.5295703 52.386496)
542,Steinstraße/Kino,bus_stop,"334001,28","5809075,5","['Bus stop Steinstraße/Kino, Brandenburg, 14770']",haltestelle steinstraße/kino,52.4066948,12.5596118,"Steinstraße/Kino, Steinstraße, Neustadt, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",bus_stop,highway,POINT (12.5596118 52.4066948)
543,Grillendamm,bus_stop,"334675,62","5810267,5","['Bus stop Grillendamm, Brandenburg, 14770']",haltestelle grillendamm,52.4179273,12.5682887,"Grillendamm, Dom, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",bus_stop,highway,POINT (12.5682887 52.4179273)
544,Neuendorfer Straße,bus_stop,"333113,16",5809314,"['Bus stop Neuendorfer Straße, Brandenburg, 14770']",haltestelle neuendorfer straße,52.4086446,12.5467812,"Neuendorfer Straße, Neuendorfer Vorstadt, Brandenburg an der Havel, Brandenburg, 14770, Deutschland",bus_stop,highway,POINT (12.5467812 52.4086446)
545,Gödenstraße,bus_stop,"333526,53",5808544,"['Bus stop Gödenstraße, Brandenburg, 14770']",haltestelle gödenstraße,52.4017644,12.5529607,"Gödenstraße, Wilhelmsdorfer Straße, Ring, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",bus_stop,highway,POINT (12.5529607 52.4017644)
546,Wilhelmsdorfer Straße,bus_stop,"333296,9",5808345,"['Bus stop Wilhelmsdorfer Straße, Brandenburg, 14770']",haltestelle wilhelmsdorfer straße,52.4002583,12.5480771,"Wilhelmsdorfer Straße, Otto-Sidow-Straße, Ring, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",bus_stop,highway,POINT (12.5480771 52.4002583)
547,Klein Kreutz,bus_stop,"338691,88","5812129,5","['Bus stop Klein Kreutz, Brandenburg, 14770']",haltestelle klein kreutz,52.4337255,12.6180342,"Klein Kreutz, Eigenheime, Klein Kreutzer Dorfstraße, Klein Kreutz/Saaringen, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",bus_stop,highway,POINT (12.6180342 52.4337255)
548,Grillendamm,bus_stop,"334700,06","5810341,5","['Bus stop Grillendamm, Brandenburg, 14770']",haltestelle grillendamm,52.4179273,12.5682887,"Grillendamm, Dom, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",bus_stop,highway,POINT (12.5682887 52.4179273)
549,"Roskow, Dorf",bus_stop,"344953,25","5815966,5","['Bus stop Roskow Dorf, Brandenburg, 14770']","haltestelle roskow, dorf",52.4718107,12.7168804,"Roskow, Dorf, Dorfstraße, Roskow, Amt Beetzsee, Potsdam-Mittelmark, Brandenburg, 14778, Deutschland",bus_stop,highway,POINT (12.7168804 52.4718107)
550,Am Piperfenn,bus_stop,"336248,3",5806061,"['Bus stop Am Piperfenn, Brandenburg, 14770']",haltestelle am piperfenn,52.3818867,12.5943499,"Am Piperfenn, B 102, Schmerzke, Brandenburg an der Havel, Brandenburg, 14776, Deutschland",bus_stop,highway,POINT (12.5943499 52.3818867)
